index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,7.1#प्रतिषेधः,3.1	NA	नहीं	नहीं
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	च1	च1
3.1	ऐच्छत्		ऐच्छत्	इष्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	इष्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	इच्छा_की	इच्छा_की
4.1	पितुः		पितुः	पितृ{पुं;5;एक}/पितृ{पुं;6;एक}	पितृ{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	कर्ता,5.1#कर्म,5.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#हेतुः5,7.1#हेतुः5,5.1#हेतुः5,3.1	N6	पिता_से	पिता_से
5.1	आदेशात्		आदेशात्	आदेश{पुं;5;एक(आङ्_दिश्1;घञ्;तुदादिः)}	आदेश{पुं;5;एक(आङ्_दिश्1;घञ्;तुदादिः)}	हेतुः,3.1	विशेषणम्,4.1#हेतुः5,7.1#हेतुः5,3.1	N5	आदेश	आदेश
6.1	राज्यम्		राज्यं	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,3.1	कर्म,7.1#कर्म,3.1	N2	राज्य_की	राज्य_की
7.1	रामः		रामः	रा1{कर्तरि;लट्;उ;बहु;परस्मैपदी;अदादिः}/राम{पुं;1;एक}	राम{पुं;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	राम_ने	राम_ने
8.1	महा-		महा-बलः	महत्	महत्	समासः,8.2	समासः,8.2	CP	महा-	महा-
8.2	बलः		--	बल{पुं;1;एक}	बल{पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1#कर्ता,3.1	N1	बल	बल
9.1	.		.	-	-	-	-	FS	-	-
