index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,8.2	विशेषणम्,8.2#कर्ता,7.1	N1	वह	वह
2.1	अभिगम्य		अभिगम्य	अभि_गम्1{अव्य;ल्यप्;भ्वादिः}	अभि_गम्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	निकट_जा_कर	निकट_जा_कर
3.1	महा-		महा-आत्मानम्	महत्	महत्	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP		
3.2	आत्मानम्		--	आत्मन्{पुं;2;एक}	आत्मन्{पुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1#कर्म,7.1#कर्म,4.1#कर्म,2.1	N2		
4.1	कृत्वा		कृत्वा	कृ2{अव्य;क्त्वा;स्वादिः}/कृ3{अव्य;क्त्वा;तनादिः}	कृ2{अव्य;क्त्वा;स्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	मार_डाल_कर	मार_डाल_कर
5.1	रामम्		रामं	राम{पुं;2;एक}	राम{पुं;2;एक}	कर्म,2.1	सन्दर्भ_बिन्दुः,6.1#कर्म,7.1#कर्म,4.1#कर्म,2.1	N2	राम_को	राम_को
6.1	प्रदक्षिणम्		प्रदक्षिणम्	प्रदक्षिण{नपुं;1;एक}/प्रदक्षिण{नपुं;2;एक}	प्रदक्षिण{नपुं;2;एक}	कर्म,4.1	कर्म,7.1#कर्म,4.1#कर्म,2.1#कर्ता,7.1	N2	प्रदक्षिण	प्रदक्षिण
7.1	न्यवेदयत्		न्यवेदयत्	नि_विद्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	नि_विद्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.2;सकर्मक	-	KP	निवेदन_किया	निवेदन_किया
8.1	अमेय-		अमेय-आत्मा	अमेय	अमेय	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP		
8.2	आत्मा		--	आत्मन्{पुं;1;एक}	आत्मन्{पुं;1;एक}	कर्ता,7.1;कर्ता,4.1;कर्ता,2.1	कर्ता,7.1	N1		
9.1	दृष्टा		दृष्टा	दृष्टा{स्त्री;1;एक(दृश्1;क्त;भ्वादिः)}	दृष्टा{स्त्री;1;एक(दृश्1;क्त;भ्वादिः)}	वाक्यकर्म,7.1	वाक्यकर्म,7.1	N1	दृष्ट	दृष्ट
10.1	सीता		सीता	सीता{स्त्री;1;एक}	सीता{स्त्री;1;एक}	कर्म,9.1	कर्म,9.1	N1	सीता	सीता
11.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,9.1	वाक्यकर्म_द्योतकः,9.1	NA	ऐसा	ऐसा
12.1	तत्त्वतः		तत्त्वतः	तत्त्वतः{अव्य}	तत्त्वतः{अव्य}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	NA	वस्तुतः	वस्तुतः
13.1	.		.	-	-	-	-	FS	-	-
