index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तम्	2.1	तं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	वह	-	-	-
2.1	वेधाः	1.1	वेधा	वेध{पुं;1;बहु}/वेधस्{पुं;1;एक}/वेधस्{स्त्री;1;एक}	वेधस्{स्त्री;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	वेधस्_ने	-	-	-
3.1	विदधे	5.1	विदधे	वि_धा1{कर्तरि{लिट्;प्र;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}/वि_धा1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}/}	वि_धा1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}	अभिहित_कर्ता,2.1;सकर्मक.1	अभिहित_कर्ता,2.1;सकर्मक.1	KP	किया	-	-	-
4.1	नूनम्	4.1	नूनं	नूनम्{अव्य}	नूनम्{अव्य}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	NA	अवश्य	-	-	-
5.1	महाभूत-	3.1	महाभूतसमाधिना	महाभूत	महाभूत	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP				
5.2	समाधिना	3.2		समाधि{पुं;3;एक}	समाधि{पुं;3;एक}	करणम्,3.1	करणम्,3.1	N3	महान्-भू-वा3-_से	-	-	-
6.1	तथाहि	6.1	तथाहि	तथाहि{अव्य}	तथाहि{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	वैसे	-	-	-
7.1	सर्वे	8.1	सर्वे	सर्व{सर्वनाम;पुं;1;बहु}/सर्व{सर्वनाम;पुं;7;एक}/सर्व{सर्वनाम;नपुं;2;द्वि}/सर्व{सर्वनाम;नपुं;1;द्वि}/सर्व{सर्वनाम;नपुं;7;एक}	सर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,11.1	विशेषणम्,11.1	N1	सब	-	-	-
8.1	तस्य	7.1	तस्यासन्परार्थैकफला	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	उसके	-	-	-
9.1	आसन्	11.1	-	अस्2{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;असँ;अदादिः}/अस्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;असँ;भ्वादिः}	अस्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;असँ;भ्वादिः}	अभिहित_कर्ता,11.1;सकर्मक.1	अभिहित_कर्ता,11.1;सकर्मक.1	KP	ध्_अस्1_प्प्_स्क्या	-	-	-
10.1	परार्थ-	10.1		परार्थ	परार्थ	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP	बाद-अर्थ-एक-फल	-	-	-
10.2	एकफलाः	10.2	-	फल{स्त्री;2;बहु}/फल{स्त्री;1;बहु}/फल{पुं;1;बहु}	फल{पुं;1;बहु}	विधेय_विशेषणम्,11.1	विधेय_विशेषणम्,11.1	N1				-
11.1	गुणाः	9.1	गुणाः	गुण{पुं;1;बहु}	गुण{पुं;1;बहु}	कर्ता,9.1	कर्ता,9.1	N1	गुणों_ने	-	-	-
