index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	पुरुष-	3.1	पुरुषायुष्यजीविन्यो	पुरुष	पुरुष	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	पुरुष-जीवन-जीविनी	-	-	-
1.2	आयुष्य-	3.2	-	आयुष्य	आयुष्य	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP				-
1.3	जीविन्यः	3.3	-	जीविनी{स्त्री;8;बहु}/जीविनी{स्त्री;1;बहु}	जीविनी{स्त्री;1;बहु}	समुच्चितः,3.2	समुच्चितः,3.2	N1				-
2.1	निर्-	4.1	निरातंका	निर्-	निर्-	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	निरातङ्कें	-	-	-
2.2	आतङ्काः	4.2		आतङ्क{पुं;1;बहु}/आतङ्क{स्त्री;1;बहु}/आतङ्क{स्त्री;2;बहु}	आतङ्क{स्त्री;1;बहु}	समुच्चितः,3.2	समुच्चितः,3.2	N1				
3.1	निर्-	5.1	निरीतयः	निर्-	निर्-	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	-	-	-	-
3.2	ईतयः	5.2		ईति{पुं;1;बहु}/ईति{स्त्री;1;बहु}	ईति{स्त्री;1;बहु}	विधेय_विशेषणम्,6.1	विधेय_विशेषणम्,6.1	N1				
4.1	यत्	8.1	यन्मदीयाः	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यत्{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	कि	-	-	-
5.1	मदीयाः	1.1	—	मदीय{पुं;1;बहु}/मदीया{स्त्री;1;बहु}/मदीया{स्त्री;2;बहु}/मदीय{पुं;8;बहु}	मदीय{स्त्री;1;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N1	मेरा	-	-	-
6.1	प्रजाः	2.1	प्रजास्तस्य	प्रजा{स्त्री;1;बहु}/प्रजा{स्त्री;2;बहु}/प्रज{पुं;8;बहु}/प्रजा{स्त्री;8;बहु}/प्र-ज{पुं;1;बहु}/प्र-ज{पुं;8;बहु}	प्र-ज{स्त्री;1;बहु}	कर्ता,10.1	कर्ता,10.1	N1	प्र	-	-	-
7.1	तस्य	9.1	—	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	उसका	-	-	-
8.1	हेतुः	10.1	—	हेतु{पुं;1;एक}/हेतृ{पुं;5;एक(हि1;तृच्;हि;स्वादिः)}/हेतृ{पुं;6;एक(हि1;तृच्;हि;स्वादिः)}/हेतृ{नपुं;5;एक(हि1;तृच्;हि;स्वादिः)}/हेतृ{नपुं;6;एक(हि1;तृच्;हि;स्वादिः)}	हेतृ{नपुं;1;एक(हि1;तृच्;हि;स्वादिः)}	कर्ता,11.1	कर्ता,11.1	N1	कारण	-	-	-
9.1	त्वत्-	11.1	हेतुस्त्वद्ब्रह्मवर्चसम्	त्वत्	त्वत्	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP	त्वत्-परमात्मा-वीर्य	-	-	-
9.2	ब्रह्म-	11.2	-	ब्रह्म	ब्रह्म	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP				-
9.3	वर्चसं	11.3	-	वर्चस्{नपुं;1;एक}	वर्चस्{नपुं;1;एक}	विधेय_विशेषणम्,8.1	विधेय_विशेषणम्,8.1	N1				-
10.1	(सन्ति)	7.1	(सन्ति)	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः}/सत्{नपुं;8;बहु}/सत्{नपुं;1;बहु(अस्2;शतृ_लट्;असँ;अदादिः)}/सत्{नपुं;2;बहु(अस्2;शतृ_लट्;असँ;अदादिः)}	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	हैं	-	-	-
11.1	(भवति)	12.1	(भवति)	भूकर्तरिलट्प्रएकपरस्मैपदी{धातुःभू}भ्वादिः	भूकर्तरिलट्प्रएकपरस्मैपदी{धातुःभू}भ्वादिः	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP	है	-	-	-
12.1	(च)	6.1		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	समुच्चय_द्योतकः,3.2	NA				
