index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	व्रजतोः	1.1	व्रजतोः	व्रजत्{पुं;6;द्वि(व्रज्1;शतृ_लट्;भ्वादिः)}/व्रजत्{पुं;7;द्वि(व्रज्1;शतृ_लट्;भ्वादिः)}/व्रजत्{नपुं;6;द्वि(व्रज्1;शतृ_लट्;भ्वादिः)}/व्रजत्{नपुं;7;द्वि(व्रज्1;शतृ_लट्;भ्वादिः)}	व्रजत्{पुं;6;द्वि(व्रज्1;शतृ_लट्;भ्वादिः)}	विशेषणम्,3.1	विशेषणम्,4.2#विशेषणम्,3.1#विशेषणम्,2.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,2.2#विशेषणम्,5.2	N6	घूमने	घूमने
2.1	शुद्ध-	2.1	शुद्धवेषयोः	शुद्ध	शुद्ध	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	शुद्ध-	शुद्ध-
2.2	वेषयोः	2.2	--	वेष{पुं;6;द्वि}/वेष{नपुं;6;द्वि}/वेष{पुं;7;द्वि}/वेष{नपुं;7;द्वि}/वेषा{स्त्री;6;द्वि}/वेषा{स्त्री;7;द्वि}	वेष{पुं;6;द्वि}	विशेषणम्,3.1	विशेषणम्,4.2#विशेषणम्,3.1#अधिकरणम्,12.1#अधिकरणम्,8.1#भ्कर्ता,8.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.2#विशेषणम्,5.2	N6	वेष	वेष
3.1	तयोः	3.1	तयोः	तद्{सर्वनाम;पुं;6;द्वि}/तद्{सर्वनाम;नपुं;6;द्वि}/तद्{सर्वनाम;स्त्री;6;द्वि}/तद्{सर्वनाम;पुं;7;द्वि}/तद्{सर्वनाम;नपुं;7;द्वि}/तद्{सर्वनाम;स्त्री;7;द्वि}	तद्{सर्वनाम;पुं;6;द्वि}	षष्ठीसम्बन्धः,11.1	विशेषणम्,11.1#उपमानम्,2.2#अधिकरणम्,12.1#अधिकरणम्,8.1#भ्कर्ता,8.1#विशेषणम्,5.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,2.2	N6	उनके	उनके
4.1	हिम-	4.1	हिमनिर्मुक्तयोः	हिम	हिम	तृतीया-तत्पुरुषः,4.2	तृतीया-तत्पुरुषः,4.2	CP	हिम-	हिम-
4.2	निर्मुक्तयोः	4.2	--	निर्मुक्ता{स्त्री;6;द्वि}/निर्मुक्त{पुं;6;द्वि}/निर्मुक्ता{स्त्री;7;द्वि}/निर्मुक्त{पुं;7;द्वि}/निर्मुक्त{नपुं;6;द्वि}/निर्मुक्त{नपुं;7;द्वि}	निर्मुक्ता{स्त्री;6;द्वि}	विशेषणम्,5.2	उपमानम्,3.1#उपमानम्,2.2#अधिकरणम्,12.1#अधिकरणम्,8.1#भ्कर्ता,8.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,2.2#विशेषणम्,5.2	N6	निर्मुक्तों_के	निर्मुक्तों_के
5.1	चित्रा-	5.1	चित्राचन्द्रमसोः	चित्रा	चित्रा	इतरेतर-द्वन्द्वः,5.2	इतरेतर-द्वन्द्वः,5.2	CP	चित्रा-	चित्रा-
5.2	चन्द्रमसोः	5.2	--	चन्द्रमस्{पुं;6;द्वि}/चन्द्रमस्{पुं;7;द्वि}	चन्द्रमस्{पुं;6;द्वि}	उपमानम्,3.1	उपमानम्,8.1#उपमानम्,4.2#उपमानम्,3.1#उपमानम्,2.2#अधिकरणम्,12.1#अधिकरणम्,8.1#भ्कर्ता,8.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,2.2	N6	चन्द्रमाओं_का	चन्द्रमाओं_का
6.1	इव	6.1	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,5.2	उपमानम्_रहित_उपमान_द्योतकः,7.1#उपमान_द्योतकः,5.2	NA	जैसे	जैसे
7.1	योगे	7.1	योगे	योग{पुं;7;एक}	योग{पुं;7;एक}	कर्ता,8.1	विशेषणम्,8.1#अधिकरणम्,12.1#अधिकरणम्,8.1#भ्कर्ता,8.1#कर्ता,8.1	N7	योग_में	योग_में
