index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	इति	1.1	इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	ऐसा	-	-	-
2.1	विज्ञापितः	3.1	विज्ञापितो	वि_ज्ञा1{णिजन्त;क्त;ज्ञा;क्र्यादिःवि_ज्ञापित;पुं;1;एक}	वि_ज्ञा1{णिजन्त;क्त;ज्ञा;क्र्यादिःवि_ज्ञापित;पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	जनाया_हुआ	-	-	-
3.1	राज्ञा	2.1	राज्ञा	राजन्{पुं;3;एक}	राजन्{पुं;3;एक}	प्रयोजककर्ता,2.1	प्रयोजककर्ता,2.1	N3	राजा_से	-	-	-
4.1	ध्यान-	5.1	ध्यानस्तिमितलोचनः	ध्यान-	ध्यान-	तृतीया-तत्पुरुषः,4.2	तृतीया-तत्पुरुषः,4.2	CP				
4.2	स्तिमित-	5.2		स्तिमित-	स्तिमित-	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP				
4.3	लोचनः	5.3		लोचन{पुं;1;एक}	लोचन{पुं;1;एक}	विधेय_विशेषणम्,6.1	विधेय_विशेषणम्,6.1	N1				
5.1	क्षणमात्रं	6.1	क्षणमात्रम्	क्षणमात्र{पुं;2;एक}/मात्र{नपुं;2;एक}/मात्र{नपुं;1;एक}	क्षणमात्र{नपुं;1;एक}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	N1	क्षण-मात्र_को	-	-	-
6.1	ऋषिः	4.1	ऋषिः	ऋषि{पुं;1;एक}	ऋषि{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	ऋषि	-	-	-
7.1	तस्थौ	10.1	तस्थौ	ष्था1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;ष्था;भ्वादिः}/ष्था1{कर्तरि;लिट्;उ;एक;परस्मैपदी;ष्था;भ्वादिः}	ष्था1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;ष्था;भ्वादिः}	अभिहित_कर्ता,6.1;सकर्मक.1	अभिहित_कर्ता,6.1;सकर्मक.1	KP	ध्_ष्था1_प्प्_स्क्या	-	-	-
8.1	सुप्तमीनः	7.1	सुप्तमीन	सुप्तमीन{पुं;1;एक}	सुप्तमीन{पुं;1;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N1				
9.1	इव	9.1	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,10.1	उपमान_द्योतकः,10.1	NA				
10.1	ह्रदः	8.1	ह्रदः	ह्रद{पुं;1;एक}	ह्रद{पुं;1;एक}	उपमानम्,6.1	उपमानम्,6.1	N1				-
