index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथ	1.1	अथाथर्वनिधेस्तस्य	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	और	-	-	-
2.1	अथर्व-	7.1	-	अथर्व	अथर्व	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	अथर्व-निधि	-	-	-
2.2	निधेः	7.1	-	निधि{पुं;5;एक}/निधि{पुं;6;एक}	निधि{पुं;6;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N6				-
3.1	तस्य	8.1	-	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	उसकी	-	-	-
4.1	विजित-	2.1	विजितारिपुः	विजित-	विजित-	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP	नगर_का	-	-	-
4.2	अरि-	2.2	-	अरि-	अरि-	षष्ठी-तत्पुरुषः,4.3	षष्ठी-तत्पुरुषः,4.3	CP				-
4.3	पुरः	2.3	-	पुरः;अव्य}/पुर्{स्त्री;1;बहु}/पुर्{स्त्री;2;बहु}/पुर्{स्त्री;5;एक}/पुर्{स्त्री;6;एक}/पुर्{स्त्री;8;बहु}/पुर{पुं;1;एक}	पुर{पुं;1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1				-
5.1	पुरः	9.1	पुरः	पुरः{अव्य}/पुर्{स्त्री;1;बहु}/पुर्{स्त्री;2;बहु}/पुर्{स्त्री;5;एक}/पुर्{स्त्री;6;एक}/पुर्{स्त्री;8;बहु}	पुरः{अव्य}	अधिकरणम्,9.1	अधिकरणम्,9.1	NA	नगर_का	-	-	-
6.1	अर्थ्याम्	10.1	-	अर्थ्या{स्त्री;2;एक(अर्थ1;यत्;अर्थ;चुरादिः)}	अर्थ्या{स्त्री;2;एक(अर्थ1;यत्;अर्थ;चुरादिः)}	विशेषणम्,8.1	विशेषणम्,8.1	N2	-	-	-	-
7.1	अर्थ-	5.1	अर्थ्यामर्थपतिर्वाचमाददे	अर्थ	अर्थ	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP	अर्थ-पति	-	-	-
7.2	पतिः	5.2	-	पति{पुं;1;एक}	पति{पुं;1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1				-
8.1	वाचम्	11.1	-	वाच्{स्त्री;2;एक}/वाच{पुं;2;एक(ब्रू1;घञ्;ब्रूञ्;अदादिः)}	वाच्{स्त्री;2;एक}	कर्म,9.1	कर्म,9.1	N2	वाणी_को	-	-	-
9.1	आददे	12.1	-	आङ्_दा3{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;डुदाञ्;जुहोत्यादिः}/आङ्_दा3{कर्तरि;लिट्;उ;एक;आत्मनेपदी;डुदाञ्;जुहोत्यादिः}/आङ्_दा3{कर्तरि;लट्;उ;एक;आत्मनेपदी;डुदाञ्;जुहोत्यादिः}	आङ्_दा3{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;डुदाञ्;जुहोत्यादिः}	अभिहित_कर्ता,12.1;सकर्मक.1	अभिहित_कर्ता,12.1;सकर्मक.1	KP	उगी	-	-	-
10.1	वदताम्	3.1	वदतां	वद्1{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;वदँ;भ्वादिः}/वदत्{पुं;6;बहु(वद्1;शतृ_लट्;वदँ;भ्वादिः)}/वदत्{नपुं;6;बहु(वद्1;शतृ_लट्;वदँ;भ्वादिः)}/वदत्{पुं;6;बहु(वद्3;शतृ_लट्;वदँ;चुरादिः)}/वदत्{नपुं;6;बहु(वद्3;शतृ_लट्;वदँ;चुरादिः)}	वदत्{नपुं;6;बहु(वद्3;शतृ_लट्;वदँ;चुरादिः)}	निर्धारणम्,11.1	निर्धारणम्,11.1	N6	वद्3ते_हुए	-	-	-
11.1	वरः	4.1	वरः	वर{पुं;1;एक}	वर{पुं;1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1	श्रेष्ठ	-	-	-
12.1	(दिलीपः)	6.1		दिलीप{पुं;1;एक}	दिलीप{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1				
