index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	पुरा	1.1	पुरा	पुरा{अव्य}	पुरा{अव्य}	कालाधिकरणम्,3.1	कालाधिकरणम्,3.1	NA	पूर्वकालमें	-	-	-
2.1	शक्रम्	2.1	शक्रमुपस्थाय	शक्र{पुं;2;एक}	शक्र{पुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	इन्द्रकेदरबारमे	-	-	-
3.1	उपस्थाय	3.1	-	उपस्थ{पुं;4;एक}/उपस्थ{नपुं;4;एक}/ष्था1{अव्य;ल्यप्;ष्था;भ्वादिः}	उप_ष्था1{अव्य;ल्यप्;ष्था;भ्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	उपस्थितहोकर	-	-	-
4.1	तव	7.1	तवोर्वीं	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1	N6	तुम्हारी	-	-	-
5.1	उर्वीम्	4.1	-	उर्वी{स्त्री;2;एक}	उर्वी{स्त्री;2;एक}	सन्दर्भ_बिन्दुः,6.1	सन्दर्भ_बिन्दुः,6.1	N2	पृथ्वीकी	-	-	-
6.1	प्रति	5.1	प्रति	प्रति{अव्य}	प्रति{अव्य}	आभिमुख्यम्,7.1	आभिमुख्यम्,7.1	NA	ओर	-	-	-
7.1	यास्यतः	6.1	यास्यतः	या1{कर्तरि;शतृ;लृट्;प्र;द्वि;परस्मैपदी;या;अदादिः;पुं;6;एक}	या1{कर्तरि;शतृ;लृट्;प्र;द्वि;परस्मैपदी;या;अदादिः;पुं;6;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N6	लौटतेहुए	-	-	-
8.1	आसीत्	13.1		अस्{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः}/अस्{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अस्{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP				
9.1	कल्पतरु-	9.1		कल्पतरु-	कल्पतरु-	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP				
9.2	च्छायाम्	9.2		छाया{स्त्री;2;एक}	छाया{स्त्री;2;एक}	कर्म,10.1	कर्म,10.1	N2				
10.1	आश्रिता	10.1		आङ्_श्रि1{क्त;श्रिञ्;भ्वादिः;आश्रिता;ना;स्त्री;1;एक}	आङ्_श्रि1{क्त;श्रिञ्;भ्वादिः;आश्रिता;ना;स्त्री;1;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N1				
11.1	सुरभिः	11.1		सुरभि{स्त्री;1;एक}	सुरभि{स्त्री;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	-	-	-	-
12.1	पथि	8.1		पथिन्{पुं;7;एक)	पथिन्{पुं;7;एक)	देशाधिकरणम्,10.1	देशाधिकरणम्,10.1	N7				
