index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	हविः	6.1	हविरावर्जितं	हविस्{नपुं;1;एक}/हविस्{नपुं;2;एक}/हविस्{नपुं;8;एक}	हविस्{नपुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	-	-	-	-
2.1	आवर्जितं	5.1		आ_वृज्4{क्त;वृजीँ;चुरादिः;नपुं;1;एक}/आ_वृज्4{क्त;वृजीँ;चुरादिः;नपुं;2;एक}	आ_वृज्4{क्त;वृजीँ;चुरादिः;नपुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1				
3.1	होतः	1.1	होतस्त्वया	होतृ{पुं;8;एक}	होतृ{पुं;8;एक}	सम्बोध्यः,8.1	सम्बोध्यः,8.1	N8	होतृ	-	-	-
4.1	त्वया	2.1	-	युष्मद्{सर्वनाम;3;एक}	युष्मद्{सर्वनाम;3;एक}	कर्ता,2.1	कर्ता,2.1	N3	तुमसे	-	-	-
5.1	विधिवत्	3.1	विधिवदग्निषु	विधि{अव्य;वत्}	विधि{अव्य;वत्}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	विधि_वत्	-	-	-
6.1	अग्निषु	4.1	-	अग्नि{पुं;7;बहु}	अग्नि{पुं;7;बहु}	अधिकरणम्,2.1	अधिकरणम्,2.1	N7	अग्नि_में	-	-	-
7.1	वृष्टिः	9.1	वृष्टिर्भवति	वृष्टि{स्त्री;1;एक}	वृष्टि{स्त्री;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1	बारीश	-	-	-
8.1	भवति	10.1	-	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP	होती_है	-	-	-
9.1	सस्यानाम्	8.1	-	सस्य{नपुं;6;बहु}	सस्य{नपुं;6;बहु}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1	N6	अनाजों_की	-	-	-
10.1	अवग्रह-	7.1	सस्यानामवग्रहविशोषिणाम्	अवग्रह-	अवग्रह-	तृतीया-तत्पुरुषः,10.2	तृतीया-तत्पुरुषः,10.2	CP	अवग्रह-ण्थ्ते_हुए	-	-	-
10.2	विशोषिणाम्	7.2		विशोषि{नपुं;6;बहु}	विशोषि{नपुं;6;बहु}	विशेषणम्,9.1	विशेषणम्,9.1	N6				
