index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तत्-	2.1	तदन्वये	तद्	तद्	कर्मधारयः,1.2	कर्मधारयः,1.2	CP	वह-अन्वय_में	-	-	कर्तरि
1.2	अन्वये	2.2	-	अन्वय{पुं;7;एक}	अन्वय{पुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,3.1	N7				कर्तरि
2.1	शुद्धिमति	1.1	शुद्धिमति	शुद्धिमति{नपुं;2;एक}/मति{नपुं;1;एक}/मति{पुं;7;एक}	शुद्धिमति{पुं;7;एक}	विशेषणम्,1.2	विशेषणम्,1.2	N1	शुद्धि-मति	-	-	-
3.1	प्रसूतः	10.1	प्रसूतः	प्र_षू3{क्त;षू;तुदादिःप्र_सूत;पुं;1;एक}/प्र_षू1{क्त;षूङ्;अदादिःप्र_सूत;पुं;1;एक}	प्र_षू1{क्त;षूङ्;अदादिःप्र_सूत;पुं;1;एक}	अभिहित_कर्म,6.1	अभिहित_कर्म,6.1	N1	प्र_षू1या_हुए	-	-	-
4.1	शुद्धिमत्तरः	3.1	शुद्धिमत्तरः	शुद्धिमत्तर{नपुं;2;एक}/तरः{नपुं;1;एक}/तर{पुं;1;एक}	शुद्धिमत्तर{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	शुद्धि-मैं-तरः	-	-	-
5.1	इव	9.1	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,9.1	उपमान_द्योतकः,9.1	NA	जैसे	-	-	-
6.1	दिलीपः	5.1	दिलीप	दिलीप{पुं;1;एक}	दिलीप{पुं;1;एक}	कर्म,3.1	कर्म,3.1	N1	दिलीप_ने	-	-	-
7.1	इति-	6.1	इति	इति	इति	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	इति-राजा-चन्द्रमा	-	-	-
8.1	राजा-	4.1	-	राजा	राजा	सप्तमी-तत्पुरुषः,8.2	सप्तमी-तत्पुरुषः,8.2	CP				-
8.2	इन्दुः	4.2	-	इन्दु{पुं;1;एक}	इन्दु{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1				-
9.1	इन्दुः	8.1	राजेन्दुरिन्दुः	इन्दु{पुं;1;एक}	इन्दु{पुं;1;एक}	उपमानम्,6.1	उपमानम्,6.1	N1	चन्द्रमा	-	-	-
10.1	क्षीर-	7.1	क्षीरनिधाविव	क्षीर	क्षीर	षष्ठी-तत्पुरुषः,10.2	षष्ठी-तत्पुरुषः,10.2	CP	जल-निधि_में	-	-	-
10.2	निधौ	7.2	-	निधि{पुं;7;एक}	निधि{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7				-
