index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अदूर-	1.1	-	अदूर	अदूर	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	-	-	-	-
1.3	वर्त्मसु	1.2	-	वर्त्मन्{नपुं;7;बहु}	वर्त्मन्{नपुं;7;बहु}	विशेषणम्,3.2	विशेषणम्,3.2	N7				-
2.1	स्यन्दन-	2.1	स्यन्दनाबद्धदृष्टिषु	स्यन्द्1{ल्युट्;स्यन्दूँ;भ्वादिः	अदूर	बहुव्रीहिः,2.3	बहुव्रीहिः,2.3	CP	अदूर-दृष्टि_वाले	-	-	-
2.2	अबद्ध-	2.2	-	अबद्ध	अदूर	कर्मधारयः,2.3	कर्मधारयः,2.3	CP				-
2.3	दृष्टिषु	2.3	-	दृष्टि;स्त्री;7;बहु}/दृष्टि{पुं;7;बहु}/दृष्टि{नपुं;7;बहु}	दृष्टि{नपुं;7;बहु}	विशेषणम्,3.2	विशेषणम्,3.2	N7				-
3.2	मृग-	3.1	मृगद्वन्द्वेषु	मृग	मृग	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	हिरन-द्वन्द्वों_में	-	-	-
3.2	द्वन्द्वेषु	3.2	-	द्वन्द्व{पुं;7;बहु}/द्वन्द्व{नपुं;7;बहु}	द्वन्द्व{नपुं;7;बहु}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7				-
4.1	परस्पर-	4.1	परस्पराक्षिसादृश्यमदूरोज्झितवर्त्मसु	परस्पर	परस्पर	षष्ठी-तत्पुरुषः,4.3	षष्ठी-तत्पुरुषः,4.3	CP	परस्पर-अक्षी-सादृश्य_को	-	-	-
4.2	अक्षी-	4.2	-	अक्षी	अक्षी	षष्ठी-तत्पुरुषः,4.3	षष्ठी-तत्पुरुषः,4.3	CP				-
4.3	सादृश्यम्	4.3	-	सादृश्य{नपुं;1;एक}/सादृश्य{नपुं;2;एक}/सादृश्य{पुं;2;एक}	सादृश्य{पुं;2;एक}	कर्म,5.1	कर्म,5.1	N2				-
5.1	पश्यन्तौ	5.1	पश्यन्तौ	पश्यत्{पुं;1;द्वि(दृश्1;शतृ_लट्;दृशिँर्;भ्वादिः)}/पश्यत्{पुं;2;द्वि(दृश्1;शतृ_लट्;दृशिँर्;भ्वादिः)}	पश्यत्{पुं;1;द्वि(दृश्1;शतृ_लट्;दृशिँर्;भ्वादिः)}	वर्तमानसमानकालः,7.1	वर्तमानसमानकालः,7.1	N1	देखते_हुए	-	-	-
6.1	(तौ)	6.1	(-)	तद्{सर्वनाम;पुं;1;द्वि}/तद्{सर्वनाम;पुं;2;द्वि}	तद्{सर्वनाम;पुं;1;द्वि}	कर्ता,7.1	कर्ता,7.1	N1	वे	-	-	-
7.1	(जग्मतुः)	7.1	(-)	गम्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;गमॢँ;भ्वादिः}	गम्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;गमॢँ;भ्वादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	गये	-	-	-
