index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	नीवार-	1.1	नीवार-भागधेय-उचितैः	नीवार	नीवार	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	नीवार-	नीवार-
1.2	भागधेय-	1.2	--	भागधेय	भागधेय	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	भागधेय-	भागधेय-
1.3	उचितैः	1.3	--	उचित{पुं;3;बहु(उच्1;क्त;दिवादिः)}/उचित{नपुं;3;बहु(उच्1;क्त;दिवादिः)}	उचित{पुं;3;बहु(उच्1;क्त;दिवादिः)}	विशेषणम्,3.1	विशेषणम्,5.1#करणम्,9.1#हेतुः,9.1#विशेषणम्,3.1	N3	विलोडे_हुए	विलोडे_हुए
2.1	उटज-	2.1	उटज-द्वार-रोधिभिः	उटज	उटज-	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	उटज-	उटज-
2.2	द्वार-	2.2	--	द्वार	द्वार-	बहुव्रीहिः,2.3	बहुव्रीहिः,2.3	CP	द्वार-	द्वार-
2.3	रोधिभिः	2.3	--	रोधिन्{{पुं;3;बहु}	रोधिन्{{पुं;3;बहु}	विशेषणम्,3.1	विशेषणम्,3.1	N3	-	-
3.1	मृगैः	6.1	मृगैः	मृग{पुं;3;बहु}	मृग{पुं;3;बहु}	कर्ता,7.1	कर्ता,1.3#करणम्,9.1#हेतुः,9.1#हेतुः,1.3#कर्ता,7.1	N3	हिरनों_से	हिरनों_से
4.1	ऋषि-	3.1	ऋषि-पत्नीनाम्	ऋषि	ऋषि	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	ऋषि-	ऋषि-
4.2	पत्नीनाम्	3.2	--	पत्नी{स्त्री;6;बहु}	पत्नी{स्त्री;6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1	N6	पत्नियों_के	पत्नियों_के
5.1	अपत्यैः	4.1	अपत्यैः	अपत्य{नपुं;3;बहु}	अपत्य{नपुं;3;बहु}	उपमानम्,3.1	उपमानम्,3.1#कर्ता,1.3#हेतुः,9.1#हेतुः,1.3	N3	अपत्यों_से	अपत्यों_से
6.1	इव	5.1	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,5.1	उपमानम्_रहित_उपमान_द्योतकः,7.1#उपमान_द्योतकः,5.1	NA	जैसे	जैसे
7.1	आकीर्णम्	7.1	आकीर्णम्	आकीर्ण{नपुं;1;एक}/आकीर्ण{नपुं;2;एक}	आकीर्ण{नपुं;1;एक}	विशेषणम्,8.1	कर्म,9.1#कर्ता,9.1#विशेषणम्,8.1	N1	बिखरा_हुवा	बिखरा_हुवा
8.1	(आश्रमम्)	8.1	आश्रमम्	आश्रम{पुं;2;एक}/आश्रम{नपुं;1;एक}/आश्रम{नपुं;2;एक}	आश्रम{पुं;2;एक}	कर्म,9.1	कर्म,9.1#कर्ता,9.1	N2	आश्रम	आश्रम
9.1	(प्रापत्)	10.1	प्रापत्	प्र_आप्1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;स्वादिः}	प्र_आप्1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;स्वादिः}	अभिहित_कर्ता,10.1;सकर्मक	अभिहित_कर्ता,10.1;सकर्मक	KP	प्राप्त_हुआ	प्राप्त_हुआ
10.1	(सः)	9.1	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	वह	वह
11.1	.		.	-	-	-	-	FS	-	-
