index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	निर्दिष्टाम्	3.1	निर्दिष्टाम्	निस्_दिश्1{क्त;दिशँ;तुदादिःनिस्_दिष्ट;स्त्री;2;एक}	निस्_दिश्1{क्त;दिशँ;तुदादिःनिस्_दिष्ट;स्त्री;2;एक}	विशेषणम्,4.2	विशेषणम्,4.2	N2	निर्देश_किया_हुआ	-	-	-
2.1	कुल-	2.1	कुलपतिना	कुल-	कुल-	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	कुल-पति_से	-	-	-
2.2	पतिना	2.2	-	पति{पुं;3;एक}	पति{पुं;3;एक}	करणम्,3.1	करणम्,3.1	N3				-
3.1	स	1.1	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विधेय_विशेषणम्,6.2	विधेय_विशेषणम्,6.2	N1	वह	-	-	-
4.1	पर्ण-	4.1	पर्ण-शालाम्	पर्ण-	पर्ण-	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	पत्ता-शाला_को	-	-	-
4.2	शालाम्	4.2	-	शाला{स्त्री;2;एक}/शाल{स्त्री;2;एक}	शाला{स्त्री;2;एक}	कर्म,5.1	कर्म,5.1	N2				-
5.1	अध्यास्य	5.1	अध्यास्य	अधि_आस्1{अव्य;णिजन्त;ल्यप्;आसँ;अदादिः}/अधि_आस्1{अव्य;णिजन्त;ल्यप्;आसँ;अदादिः}/अधि_अस्1{अव्य;णिजन्त;ल्यप्;असँ;भ्वादिः}/अधि_अस्3{अव्य;णिजन्त;ल्यप्;असुँ;दिवादिः}	अधि_आस्1{अव्य;णिजन्त;ल्यप्;आसँ;अदादिः}	देशाधिकरणम्,8.1	देशाधिकरणम्,8.1	NA	-	-	-	-
6.1	प्रयत-	6.1	प्रयतपरिग्रहद्वितीयः	प्रयत-	प्रयत-	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	CP	यम्-परिग्रह-दूसरा	-	-	-
6.2	परिग्रहद्वितीयः	6.2	-	परिग्रहद्वितीय{पुं;1;एक}	परिग्रहद्वितीय{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1				-
7.1	तत्-	9.1	तच्छिष्याध्ययननिवेदितावसानां	तत्-	तत्-	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP	वह-शास्-अध्ययन-ज्ञान-अवसों_का	-	-	-
7.2	शिष्य-	9.2	-	शिष्य-	शिष्य-	षष्ठी-तत्पुरुषः,7.3	षष्ठी-तत्पुरुषः,7.3	CP				-
7.3	अध्ययन-	9.3		अध्ययन-	अध्ययन-	बहुव्रीहिः,7.5	बहुव्रीहिः,7.5	CP				
7.4	निवेदित-	9.4		निवेदित-	निवेदित-	कर्मधारयः,7.5	कर्मधारयः,7.5	CP				
7.5	अवसानाम्	9.5		अवसाना{स्त्री;2;एक}	अवसाना{स्त्री;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N2				
8.1	संविष्टः	8.1	संविष्टः	सम्_विश्1{क्त;विशँ;तुदादिःसम्_विष्ट;पुं;1;एक}	सम्_विश्1{क्त;विशँ;तुदादिःसम्_विष्ट;पुं;1;एक}	विधेय_विशेषणम्,6.2	विधेय_विशेषणम्,6.2	N1	आराम_किया_हुआ	-	-	-
9.1	कुश-	7.1	कुशशयने	कुश-	कुश-	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP	कुश-सोने	-	-	-
9.2	शयने	7.2	-	शयन{नपुं;2;द्वि}/शयन{नपुं;1;द्वि}/शयन{नपुं;7;एक}	शयन{नपुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7				-
10.1	निशाम्	10.1	निशाम्	निशा{स्त्री;6;बहु}/निशा{स्त्री;2;एक}	निशा{स्त्री;2;एक}	कर्म,11.1	कर्म,11.1	N2	रात_का	-	-	-
11.1	निनाय	11.1	निनाय	णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;भ्वादिः}/णी1{कर्तरि;लिट्;उ;एक;परस्मैपदी;णीञ्;भ्वादिः}	णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;भ्वादिः}	अभिहित_कर्ता,6.2;सकर्मक.1	अभिहित_कर्ता,6.2;सकर्मक.1	KP	अवसान	-	-	-
