index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	(अहम्)	1.1	(अहम्)	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	मैं	-	-	कर्तरि
2.1	यथा-	2.1	यथाविधिहुताग्नीनां	यथा	यथा	अव्ययीभावः,2.2	अव्ययीभावः,2.2	CP	-	-	-	-
2.2	विधि-	2.2	-	विधि	विधि	बहुव्रीहिः,2.3	बहुव्रीहिः,2.3	CP				-
2.3	हुताग्नीनां	2.3	-	अग्नि{पुं;6;बहु}/अग्नि{नपुं;6;बहु}	अग्नि{पुं;6;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N6				-
3.1	यथा-	3.1	यथाकामार्चितार्थिनाम्	यथा	यथा	अव्ययीभावः,3.2	अव्ययीभावः,3.2	CP	-	-	-	-
3.2	काम-	3.2	-	काम	काम	बहुव्रीहिः,3.3	बहुव्रीहिः,3.3	CP				-
3.3	अर्चितार्थिनां	3.3	-	अर्थिन्{पुं;6;बहु}/अर्थिन्{नपुं;6;बहु}	अर्थिन्{पुं;6;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N6				-
4.1	यथा-	4.1	यथापराधदण्डानां	यथा	यथा	अव्ययीभावः,4.2	अव्ययीभावः,4.2	CP	यथा-दण्डों_के	-	-	-
4.2	अपराध-	4.2	-	अपराध-	अपराध-	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP				-
4.3	दण्डानाम्	4.3	-	दण्ड;पुं;6;बहु}/दण्ड{नपुं;6;बहु}/दण्डा{स्त्री;6;बहु}	दण्ड{नपुं;6;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N6				-
5.1	यथा-	5.1	यथाकालप्रबोधिनाम्	यथा	यथा	अव्ययीभावः,5.2	अव्ययीभावः,5.2	CP	यथा-समय-प्र-बोधि_के	-	-	-
5.2	काल-	5.2	-	काल	काल	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	CP				-
5.3	प्रबोधिनां	5.3	-	प्र	प्र	विशेषणम्,6.1	विशेषणम्,6.1	N6				-
6.1	(रघूणाम्)	6.1	(रघूणाम्)	रघु{पुं;6;बहु}	रघु{पुं;6;बहु}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1	N6	रघुओं_का	-	-	-
7.1	(अन्वयं)	7.1	(अन्वयं)	अन्वय{पुं;2;एक}/अन्वय{पुं;2;एक(इ1;घञ्;इण्;अदादिः)}	अन्वय{पुं;2;एक(इ1;घञ्;इण्;अदादिः)}	कर्म,8.1	कर्म,8.1	N2	-	-	-	-
8.1	(वक्ष्ये)	8.1	(वक्ष्ये)	ब्रू1कर्तरिलृट्उएकआत्मनेपदीब्रूञ्अदादिः	ब्रू1कर्तरिलृट्उएकआत्मनेपदीब्रूञ्अदादिः	अभिहित_कर्ता,1.1;सकर्मक.1	अभिहित_कर्ता,1.1;सकर्मक.1	KP	-	-	-	-
