index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथ	1.1	अथ	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	और	-	-	-
2.1	प्रदोषे	2.1	प्रदोषे	प्रदोषा{स्त्री;1;द्वि}/प्रदोषा{स्त्री;2;द्वि}/प्रदोष{पुं;7;एक}/प्रदोष{पुं;7;एक(दुष्1;घञ्;दुषँ;दिवादिः)}	प्रदोष{पुं;7;एक}	अधिकरणम्,10.1	अधिकरणम्,10.1	N7	प्रदोष_में	-	-	-
3.1	दोष-	3.1	--	दोष-	दोष-	उपपद-तत्पुरुषः,3.2	उपपद-तत्पुरुषः,3.2	CP	-	-	-	-
3.2	ज्ञः	3.2		ज्ञ{पुं;1;एक}	ज्ञ{पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N1				
4.1	संवेशाय	9.1	संवेशाय	संवेश{पुं;4;एक}	संवेश{पुं;4;एक}	प्रयोजनम्,10.1	प्रयोजनम्,10.1	N4	निद्रा_विश्राम_के_लिये	-	-	-
5.1	विशां	8.1	विशांपतिम्	विश्{पुं;6;बहु}/विश्{नपुं;6;बहु}	विश्{पुं;6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	वैश्यों_की	-	-	-
6.1	पतिम्	8.2	--	पति{पुं;2;एक}	पति{पुं;2;एक}	कर्म,10.1	कर्म,10.1	N2	पति_को	-	-	-
7.1	सूनुः	6.1	सूनुः	सूनु{पुं;1;एक}	सूनु{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	पुत्र_ने	-	-	-
8.1	सूनृत-	4.1	--	सूनृत-	सूनृत-	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	-	-	-	-
8.2	वाक्	4.2		वाच्{स्त्री;1;एक}/वाच्{स्त्री;8;एक}	वाच्{स्त्री;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N1				
9.1	स्रष्टुः	5.1	सूनृतवाक्स्रष्टुर्विससर्जोर्जितश्रियम्	स्रष्टृ{पुं;5;एक}/स्रष्टृ{पुं;6;एक}/स्रष्टृ{पुं;5;एक(सृज्1;तृच्;सृजँ;दिवादिः)}/स्रष्टृ{पुं;6;एक(सृज्1;तृच्;सृजँ;दिवादिः)}/स्रष्टृ{नपुं;5;एक(सृज्1;तृच्;सृजँ;दिवादिः)}/स्रष्टृ{नपुं;6;एक(सृज्1;तृच्;सृजँ;दिवादिः)}/स्रष्टृ{पुं;5;एक(सृज्2;तृच्;सृजँ;तुदादिः)}/स्रष्टृ{पुं;6;एक(सृज्2;तृच्;सृजँ;तुदादिः)}/स्रष्टृ{नपुं;5;एक(सृज्2;तृच्;सृजँ;तुदादिः)}/स्रष्टृ{नपुं;6;एक(सृज्2;तृच्;सृजँ;तुदादिः)}	स्रष्टृ{पुं;6;एक}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1	N6	रचने_वाले_के	-	-	-
10.1	विससर्ज	10.1	--	वि_सृज्2{कर्तरि;लिट्;उ;एक;परस्मैपदी;सृजँ;तुदादिः}/वि_सृज्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;सृजँ;तुदादिः}	वि_सृज्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;सृजँ;तुदादिः}	अभिहित_कर्ता,6.1;सकर्मक.1	अभिहित_कर्ता,6.1;सकर्मक.1	KP	छोडा	-	-	-
11.1	ऊर्जित-	7.1		ऊर्जित-	ऊर्जित-	बहुव्रीहिः,11.2	बहुव्रीहिः,11.2	CP	-	-	-	-
11.2	श्रियम्	7.2		श्री{पुं;2;एक}/श्री{स्त्री;2;एक}	श्री{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2				
