index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	आकारसदृश-	1.1	आकारसदृशप्रज्ञः	आकारसदृश	आकारसदृश	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	आकारसदृश-	आकारसदृश-
1.2	प्रज्ञः	1.2	--	प्रज्ञ{पुं;1;एक}	प्रज्ञ{पुं;1;एक}	विशेषणम्,7.1	विधेय_विशेषणम्,3.2#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,5.2#कर्ता_बे_वेर्ब्स्,8.1	N1	बुद्धिमान्	बुद्धिमान्
2.1	प्रज्ञया	2.1	प्रज्ञया	प्रज्ञा{स्त्री;3;एक}	प्रज्ञा{स्त्री;3;एक}	करणम्,3.2	करणम्,4.1#करणम्,3.2#हेतुः,8.1#हेतुः,6.2	N3	बुद्धि_का	बुद्धि_का
3.1	सदृश-	3.1	सदृशागमः	सदृश	सदृश	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	सदृश-	सदृश-
3.2	आगमः	3.2	--	आङ्_गम्1{कर्तरि;लुङ्;म;एक;परस्मैपदी;भ्वादिः}/आगम{पुं;1;एक(आङ्_गम्1;घञ्;भ्वादिः)}	आगम{पुं;1;एक(आङ्_गम्1;घञ्;भ्वादिः)}	विशेषणम्,7.1	विधेय_विशेषणम्,1.2#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,5.2#कर्ता_बे_वेर्ब्स्,8.1	N1	जन्म	जन्म
4.1	आगमैः	4.1	आगमैः	आगम{पुं;3;बहु(आङ्_गम्1;घञ्;भ्वादिः)}	आगम{पुं;3;बहु(आङ्_गम्1;घञ्;भ्वादिः)}	करणम्,5.2	करणम्,3.2#हेतुः,8.1#हेतुः,6.2#हेतुः,3.2#करणम्,5.2	N3	जन्मों_से	जन्मों_से
5.1	सदृश-	5.1	सदृशारम्भः	सदृश	सदृश	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP	सदृश-	सदृश-
5.2	आरम्भः	5.2	--	आरम्भ{पुं;1;एक}	आरम्भ{पुं;1;एक}	विशेषणम्,7.1	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.2#विशेषणम्,7.1#विशेषणम्,6.2#कर्ता_बे_वेर्ब्स्,8.1	N1	आरम्भ	आरम्भ
6.1	आरम्भसदृश-	6.1	आरम्भसदृशोदयः	आरम्भसदृश	आरम्भसदृश	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	CP	आरम्भसदृश-	आरम्भसदृश-
6.2	उदयः	6.2	--	उदय{पुं;1;एक(उत्_इ1;घञ्;अदादिः)}	उदय{पुं;1;एक(उत्_इ1;घञ्;अदादिः)}	विशेषणम्,7.1	विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.2#विशेषणम्,7.1#कर्ता_बे_वेर्ब्स्,8.1	N1	उदय	उदय
7.1	(दिलीपः)	7.1		दिलीप{पुं;1;एक}	दिलीप{पुं;1;एक}	कर्ता,8.1	कर्ता_बे_वेर्ब्स्,8.1#कर्ता,8.1	N1	दिलीप	दिलीप
8.1	(आसीत्)	8.1		अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,7.1	अभिहित_कर्ता,7.1	KP	था	था
9.1	.		.	-	-	-	-	FS	-	-
