index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	रज-	2.1	रजकणैः	रज	रज	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	रज-कणों_से	-	-	-
1.2	कणैः	2.2	-	कण{पुं;3;बहु}/कण{नपुं;3;बहु}	कण{पुं;3;बहु}	करणम्,8.1	करणम्,8.1	N3				-
2.1	खुर-	1.1	खुरोद्धूतैः	खुर	खुर	तृतीया-तत्पुरुषः,2.2	तृतीया-तत्पुरुषः,2.2	CP	जाङ्गम_द्रव्य-ण्थ्या_हुए	-	-	-
2.2	उद्धूतैः	1.2	-	उद्धूत{पुं;3;बहु(खुर	उद्धूत{पुं;3;बहु(खुर	विशेषणम्,1.2	विशेषणम्,1.2	N3				-
3.1	स्पृशद्भिः	7.1	स्पृशद्भिः	स्पृशत्{नपुं;3;बहु(स्पृश्1;शतृ_लट्;स्पृशँ;तुदादिः)}/स्पृशत्{पुं;3;बहु(स्पृश्1;शतृ_लट्;स्पृशँ;तुदादिः)}	स्पृशत्{पुं;3;बहु(स्पृश्1;शतृ_लट्;स्पृशँ;तुदादिः)}	विशेषणम्,1.2	विशेषणम्,1.2	N3	छूते_हुए	-	-	-
4.1	गात्रं	6.1	गात्रं	गात्र{नपुं;1;एक}/गात्र{नपुं;2;एक}	गात्र{नपुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	शरीर	-	-	-
5.1	अन्तिकात्	3.1	अन्तिकात्	अन्तिक{पुं;5;एक}/अन्तिक{नपुं;5;एक}	समीप{पुं;5;एक}	क्रियाविशेषणम्,13.1	क्रियाविशेषणम्,13.1	N5	निकट_से	-	-	-
6.1	तीर्थ-	8.1	तीर्थाभिषेकजां	तीर्थ-	तीर्थ-	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	तीर्थ-अभिषेक-बकरी	-	-	-
6.2	अभिषेक-	8.2	-	अभिषेक-	अभिषेक-	पञ्चमी-तत्पुरुषः,6.3	पञ्चमी-तत्पुरुषः,6.3	CP				-
6.3	जां	8.3	-	जां{स्त्री;2;एक}	जां{स्त्री;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2				-
7.1	शुद्धिं	9.1	शुद्धिं	शुद्धि{स्त्री;2;एक}	शुद्धि{स्त्री;2;एक}	कर्म,8.1	कर्म,8.1	N2	शुद्धि	-	-	-
8.1	आदधाना	10.1	आदधाना	आदधाना{स्त्री;1;एक(आङ्_धा;शानच्_लट्;कर्तरि;डुधाञ्;जुहोत्यादिः)}	आदधाना{स्त्री;1;एक(आङ्_धा;शानच्_लट्;कर्तरि;डुधाञ्;जुहोत्यादिः)}	वर्तमानसमानकालः,11.1	वर्तमानसमानकालः,11.1	N1	-	-	-	-
9.1	महीक्षितः	5.1	राज्ञः	राजन्{पुं;2;बहु}/राजन्{पुं;5;एक}/राजन्{पुं;6;एक}	राजन्{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	राजा_का	-	-	-
10.1	(नन्दिनी)	11.1	नन्दिनी	नन्दिनी{स्त्री;1;एक}	नन्दिनी{स्त्री;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	नन्दिनी_ने	-	-	-
11.1	(वनात्)	12.1	वनात्	वन{नपुं;5;एक}	वन{नपुं;5;एक}	अपादानम्,12.1	अपादानम्,12.1	N5	वन_से	-	-	-
12.1	(आववृते)	13.1	आववृते	आङ्_वृत्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;वृतुँ;भ्वादिः}/आङ्_वृत्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;वृतुँ;भ्वादिः}/आङ्_वृत्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;वृतुँ;भ्वादिः}/आङ्_वृत्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;वृतुँ;भ्वादिः}	आङ्_वृत्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;वृतुँ;भ्वादिः}	अभिहित_कर्ता,10.1;सकर्मक.1	अभिहित_कर्ता,10.1;सकर्मक.1	KP	आङ्_वृत्1_अप्_स्क्या	-	-	-
13.1	(स्थितस्य)	4.1		स्थित{ष्था1;क्त;ष्था;भ्वादिः;स्थित;ना;पुं;6;एक}/स्थित{ष्था1;क्त;ष्था;भ्वादिः;स्थित;ना;नपुं;6;एक}	स्थित{ष्था1;क्त;ष्था;भ्वादिः;स्थित;ना;पुं;6;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N6				
