index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथवा	1.1	अथवा	अथवा{अव्य}	अथवा{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	अब	-	-	-
2.1	पूर्व-	2.1	-	पूर्व	पूर्व	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	पूर्व-विद्वानों_से	-	-	-
2.2	सूरिभिः	2.2	-	सूरि{पुं;3;बहु}/सूरिन्{पुं;3;बहु}/सूरि{नपुं;3;बहु}	सूरि{नपुं;3;बहु}	कर्ता,3.3	कर्ता,3.3	N3				-
3.1	कृत-	3.1	कृतवाग्द्वारे	कृत{पुं(कृ3;क्त;डुकृञ्;तनादिः)}/कृत{नपुं(कृ3;क्त;डुकृञ्;तनादिः)}/कृत{पुं(कृ2;क्त;कृञ्;स्वादिः)}/कृत{नपुं(कृ2;क्त;कृञ्;स्वादिः)}/कृत{पुं(कृ1;क्त;कृञ्;भ्वादिः)}/कृत{नपुं	कृत{नपुं	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	कहेगयेबातोंकेद्वारे 	-	-	-
3.2	वाक्-	3.2	-	वाक्	वाक्	कर्मधारयः,3.3	कर्मधारयः,3.3	CP				-
3.3	द्वारे	3.3	-	द्वार;पुं;7;एक(कृ1;क्त;कृञ्;भ्वादिः)}/द्वार{नपुं;8;द्वि}/द्वार{नपुं;1;द्वि}/द्वार{नपुं;2;द्वि}/द्वार{नपुं;7;एक}/द्वारा{स्त्री;8;एक}/द्वारा{स्त्री;8;द्वि}/द्वारा{स्त्री;1;द्वि}/द्वारा{स्त्री;2;द्वि}	द्वार;पुं;7;एक(कृ1;क्त;कृञ्;भ्वादिः)}	विशेषणम्,5.1	विशेषणम्,5.1	N7				-
4.1	अस्मिन्	4.1	4	इदम्{सर्वनाम;पुं;7;एक}/इदम्{सर्वनाम;नपुं;7;एक}	इदम्{सर्वनाम;पुं;7;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N7	इस	-	-	-
5.1	वंशे	5.1	वंशेऽस्मिन्पूर्वसूरिभिः	वंश{पुं;7;एक}	वंश{पुं;7;एक}	अधिकरणम्,12.1	अधिकरणम्,12.1	N7	वंश_में	-	-	-
6.1	वज्र-	6.1	वज्र	वज्र	वज्र	तृतीया-तत्पुरुषः,6.2	तृतीया-तत्पुरुषः,6.2	CP	वज्र-समान-उत्-छितराया_हुए	-	-	-
6.2	समुत्कीर्णे	6.2	-	समुत्कीर्ण{पुं;7;एक}	समुत्कीर्ण{पुं;7;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N7				-
7.1	मणौ	7.1	मणौ	मणि{पुं;7;एक}	मणि{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7	मणि_में	-	-	-
8.1	सूत्रस्य	8.1	सूत्रस्येवास्ति	सूत्र{नपुं;6;एक}	सूत्र{नपुं;6;एक}	उपमानम्,11.1	उपमानम्,11.1	N6	सूत्र_के	-	-	-
9.1	इव	9.1		इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,8.1	उपमान_द्योतकः,8.1	NA	जैसे	-	-	-
10.1	मे	10.1	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	मेरी	-	-	-
11.1	गतिः	11.1	गतिः	गति{स्त्री;1;एक}	गति{स्त्री;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	गति	-	-	-
12.1	अस्ति	12.1		अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	है	-	-	-
