index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	सः	1.1	सोश्पश्यत्प्रणिधानेन	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	उस	-	-	-
2.1	अपश्यत्	8.1	-	दृश्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	समुच्चितः,11.1	समुच्चितः,11.1	KP	देखा	-	-	-
3.1	प्रणिधानेन	7.1	-	प्रणिधान{नपुं;3;एक}/प्रणिधान{नपुं;3;एक(धा1;ल्युट्;डुधाञ्;जुहोत्यादिः)}	प्रणिधान{नपुं;3;एक(धा1;ल्युट्;डुधाञ्;जुहोत्यादिः)}	हेतुः,6.2	हेतुः,6.2	N3	प्र_नि_धा1ने~से	-	-	-
4.1	सन्ततेः	5.1	सन्ततेः	सन्तति{स्त्री;5;एक}/सन्तति{स्त्री;6;एक}	सन्तति{स्त्री;6;एक}	षष्ठीसम्बन्धः,5.2	षष्ठीसम्बन्धः,5.2	N6	पालन_के	-	-	-
5.1	स्तम्भ-	6.1	स्तम्भकारणम्	स्तम्भ-	स्तम्भ-	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	कारण_को	-	-	-
5.2	कारणम्	6.2	-	कारण{पुं;2;एक}/कारण{नपुं;1;एक}/कारण{नपुं;2;एक}	कारण{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2				-
6.1	भावित-	2.1	भावितात्मा	भावित	भावित	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	CP	भावित-आत्मा_ने	-	-	-
6.2	आत्मा	2.2	-	आत्मन्{पुं;1;एक}	आत्मन्{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1				-
7.1	भुवः	3.1	भुवो	भू{स्त्री;6;एक}/भू{स्त्री;5;एक}/भू{स्त्री;1;बहु}/भू{स्त्री;2;बहु}/भू{स्त्री;8;बहु}	भू{स्त्री;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	भू_के	-	-	-
8.1	भर्तुः	4.1	भर्तुरथैनं	भर्तृ{पुं;5;एक}/भर्तृ{पुं;6;एक}	भर्तृ{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6	स्वामी_की	-	-	-
9.1	अथ	9.1	-	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	और	-	-	-
10.1	एनम्	10.1	-	इदम्{सर्वनाम;पुं;2;एक}	इदम्{सर्वनाम;पुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	इसकी	-	-	-
11.1	प्रत्यबोधयत्	11.1	प्रत्यबोधयत्	बुध्1{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;बुधँ;भ्वादिः}/बुध्3{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;बुधँ;दिवादिः}	बुध्1{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;बुधँ;भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक.1	अभिहित_कर्ता,1.1;सकर्मक.1	KP	ओर	-	-	-
12.1	(च)	12.1		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	समुच्चय_द्योतकः,11.1	NA				
