index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	आत्म-	1.1	-	आत्म	आत्म	तृतीया-तत्पुरुषः,1.2	तृतीया-तत्पुरुषः,1.2	CP	आत्म-उद्गीर्णों_में	-	-	-
1.2	विसृष्टेषु	1.2	-	विसृष्ट{पुं;7;बहु(आत्म	विसृष्ट{नपुं;7;बहु(आत्म	विशेषणम्,3.1	विशेषणम्,3.1	N7				-
2.1	यूप-	2.1	यूपचिह्नेषु	यूप	यूप	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	यूप-चिह्नों_में	-	-	-
2.2	चिह्नेषु	2.3	-	चिह्न{नपुं;7;बहु}/चिह्न{पुं;7;बहु}	चिह्न{पुं;7;बहु}	विशेषणम्,3.1	विशेषणम्,3.1	N7				-
3.1	ग्रामेषु	3.1	ग्रामेष्वात्मविसृष्टेषु	ग्राम{पुं;7;बहु}	ग्राम{पुं;7;बहु}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7	गाँवों_में	-	-	-
4.1	यज्वनाम्	4.1	-	यज्वन्{पुं;6;बहु}	यज्वन्{पुं;6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	यज्ञ_करने_वालों_के	-	-	-
5.1	अ-	6.1	-	अ-	अ-	नञ्-तत्पुरुषः,5.2	नञ्-तत्पुरुषः,5.2	CP	अमोघ	-	-	-
5.2	मोघाः	6.2		मोघ{पुं;1;बहु}/अमोघा{स्त्री;1;बहु}/अमोघा{स्त्री;2;बहु}/अमोघ{पुं;8;बहु}	अमोघा{स्त्री;2;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N2				
6.1	आशिषः	7.1	-	आशिस्{स्त्री;1;बहु}/आशिस्{स्त्री;2;बहु}/आशिस्{स्त्री;5;एक}/आशिस्{स्त्री;6;एक}/आङ्_शास्1{कर्तरि;लुङ्;म;एक;परस्मैपदी;शासुँ;अदादिः}/आङ्_शास्1{कर्तरि;लुङ्;म;एक;आत्मनेपदी;शासुँ;अदादिः}/आशिस्{स्त्री;8;बहु}	आशिस्{स्त्री;2;बहु}	कर्म,8.1	कर्म,8.1	N2	आशीर्वाद_के	-	-	-
7.1	अर्घ्य-	5.1	-	अर्घ्य	अर्घ्य	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP	अर्घ्य-अनुपद_को	-	-	-
7.2	अनुपदम्	5.2	-	अनुपदम्{अव्य}/अनुपद{पुं;2;एक}/अनुपद{नपुं;1;एक}/अनुपद{नपुं;2;एक}	अनुपदम्{अव्य}	कालाधिकरणम्,8.1	कालाधिकरणम्,8.1	NA				-
8.1	प्रतिगृह्णन्तौ	8.1	प्रतिगृह्णन्तावर्घ्यानुपदमाशिषः	प्रतिगृह्णत्{पुं;1;द्वि(ग्रह्1;शतृ_लट्;ग्रहँ;क्र्यादिः)}/प्रतिगृह्णत्{पुं;2;द्वि(ग्रह्1;शतृ_लट्;ग्रहँ;क्र्यादिः)}	प्रतिगृह्णत्{पुं;1;द्वि(ग्रह्1;शतृ_लट्;ग्रहँ;क्र्यादिः)}	वर्तमानसमानकालः,10.1	वर्तमानसमानकालः,10.1	N1	अनुमोदन_करते_हुए	-	-	-
9.1	(तौ)	9.1	(-)	तद्{सर्वनाम;पुं;1;द्वि}/तद्{सर्वनाम;पुं;2;द्वि}	तद्{सर्वनाम;पुं;1;द्वि}	कर्ता,10.1	कर्ता,10.1	N1	वे	-	-	-
10.1	(जग्मतुः)	10.1	(-)	गम्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;गमॢँ;भ्वादिः}	गम्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;गमॢँ;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक.1	अभिहित_कर्ता,9.1;सकर्मक.1	KP	गये	-	-	-
