index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	इति	1.1	इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	ऐसा	ऐसा
2.1	आङ्-	3.1	आप्रसादात्	आङ्-	आङ्-	अव्ययीभावः,2.2	अव्ययीभावः,2.2	CP		
2.2	प्रसादात्	3.2		प्रसाद{नपुं;5;एक}	प्रसाद{नपुं;5;एक}					
3.1	अस्याः	4.1	अस्याः	अस्1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;भ्वादिः}/अस्3{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;दिवादिः}/असि{स्त्री;5;एक}/असि{स्त्री;6;एक}/इदम्{सर्वनाम;स्त्री;5;एक}/इदम्{सर्वनाम;स्त्री;6;एक}	इदम्{सर्वनाम;स्त्री;6;एक}	षष्ठीसम्बन्धः,5.2	विशेषणम्,9.1#कर्ता,10.1#कर्म,10.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#हेतुः5,10.1#हेतुः5,8.1#हेतुः5,6.1#षष्ठीसम्बन्धः,5.2	N6	जाओ	जाओ
4.1	त्वम्	2.1	त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,6.1	कर्ता_बे_वेर्ब्स्,6.1#कर्ता,10.1#कर्ता,3.1#कर्ता,6.1	N1	तुम	तुम
5.1	परिचर्या-	5.1	परिचर्यापरः	परिचर्या-	परिचर्या-	सप्तमी-तत्पुरुषः,5.2	सप्तमी-तत्पुरुषः,5.2	CP		
5.2	परः	5.2		परः{पुं;1;एक}	परः	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1	N1		
6.1	भव	6.1	भव	भू1{कर्तरि;लोट्;म;एक;परस्मैपदी;भ्वादिः}/भव{पुं;8;एक}	भू1{कर्तरि;लोट्;म;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	होओ	होओ
7.1	अ-	8.1	अविघ्नम्	अ-	अ-	नञ्-तत्पुरुषः,7.2	नञ्-तत्पुरुषः,7.2	N1	विघ्न_रहित	विघ्न_रहित
7.2	विघ्नम्	8.2		विघ्न{नपुं;1;एक}/विघ्न{नपुं;2;एक}	विघ्न{नपुं;1;एक}	कर्ता,8.1	कर्म,3.1#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,8.1	N1		
8.1	अस्तु	9.1	अस्तु	अस्तु{अव्य}/अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,7.2	अभिहित_कर्ता,7.2	NA	अच्छा	अच्छा
9.1	ते	7.1	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,7.2	प्रयोजनम्1,10.1#प्रयोजनम्1,8.1#प्रयोजनम्1,6.1#प्रयोजनम्1,3.1#कर्ता,10.1#कर्म,10.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#कर्म,3.1#विशेषणम्,10.1#षष्ठीसम्बन्धः,7.2	N1	वे	वे
10.1	स्थेयाः	15.1	स्थेयाः	ष्था1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;भ्वादिः}/स्थेय{पुं;8;बहु}/स्थेय{पुं;1;बहु(ष्था1;यत्;भ्वादिः)}/स्थेया{स्त्री;1;बहु(ष्था1;यत्;भ्वादिः)}/स्थेया{स्त्री;2;बहु(ष्था1;यत्;भ्वादिः)}	ष्था1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,15.1	कर्म,3.1#विशेषणम्,9.1#अभिहित_कर्ता,15.1	KP	रहो	रहो
11.1	पिता	10.1	पिता	पितृ{पुं;1;एक}/पिता{स्त्री;1;एक}	पितृ{पुं;1;एक}	उपमानम्,13.1	विशेषणम्,4.1#उपमानम्,9.1#कर्ता_बे_वेर्ब्स्,8.1#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,4.1#उपमानम्,13.1	N1	पिता	पिता
12.1	इव	11.1	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,11.1	उपमानम्_रहित_उपमान_द्योतकः,13.1#उपमान_द्योतकः,11.1	NA	जैसे	जैसे
