index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	रेखामात्रम्	10.1	रेखामात्रमपि	मात्र{पुं;2;एक}/मात्र{नपुं;2;एक}/मात्र{नपुं;1;एक}	मात्र{नपुं;2;एक}	कर्म,8.1	कर्म,8.1	N2		
2.1	अपि	11.1		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	भी	भी
3.1	क्षुण्णात्	7.1	क्षुण्णादामनोर्वर्त्मनः	क्षुण्ण{पुं;5;एक(क्षुद्1;क्त;रुधादिः)}/क्षुण्ण{नपुं;5;एक(क्षुद्1;क्त;रुधादिः)}	क्षुण्ण{पुं;5;एक(क्षुद्1;क्त;रुधादिः)}	हेतुः5,8.1	तुलना_बिन्दुः,6.1#हेतुः5,8.1	N5	कूटा_हुआ	कूटा_हुआ
4.1	आमनोः	6.1		आङ्मनु{पुं;6;एक}/आङ्मनु{पुं;5;एक}	आङ्मनु{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6		
5.1	वर्त्मनः	8.1		वर्त्मन्{नपुं;5;एक}/वर्त्मन्{नपुं;6;एक}	वर्त्मन्{नपुं;6;एक}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,12.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#तुलना_बिन्दुः,6.1#हेतुः5,3.1#षष्ठीसम्बन्धः,1.1	N6	मार्ग_से	मार्ग_से
6.1	परम्	9.1	परम्	परम्{अव्य}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक}	परम्{अव्य}	विशेषणम्,1.1	कर्म,3.1#विशेषणम्,12.2#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,9.1#विशेषणम्,1.1	NA	बाद	बाद
7.1	न	12.1	न	न{अव्य}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	नहीं	नहीं
8.1	व्यतीयुः	13.1	व्यतीयुः	वि_अति_इ1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;इण्;अदादिः}	वि_अति_इ1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;इण्;अदादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP		
9.1	प्रजाः	5.1	प्रजास्तस्य	प्रजा{स्त्री;1;बहु}/प्रजा{स्त्री;2;बहु}/प्रज{पुं;8;बहु}/प्रजा{स्त्री;8;बहु}	प्रजा{स्त्री;1;बहु}	कर्ता,8.1	कर्ता,8.1	N1	प्रजा	प्रजा
10.1	तस्य	2.1	तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;नपुं;6;एक}	विशेषणम्,11.1	विशेषणम्,11.1#षष्ठीसम्बन्धः,12.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,5.1#विशेषणम्,5.1	N6	उसका	उसका
11.1	नियन्तुः	1.1	नियन्तुर्नेमिवृत्तयः	नियन्तृ{पुं;5;एक}/नियन्तृ{पुं;6;एक}	नियन्तृ{पुं;6;एक}	षष्ठीसम्बन्धः,12.2	षष्ठीसम्बन्धः,12.2#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,5.1#तुलना_बिन्दुः,6.1#हेतुः5,3.1	N6	नियन्ते_से	नियन्ते_से
12.1	नेमि-	3.1		नेमि	नेमि	बहुव्रीहिः,12.2	बहुव्रीहिः,12.2	CP	नेमि-	नेमि-
12.2	वृत्तयः	3.2		वृत्ति{स्त्री;1;बहु}/वृत्ति{स्त्री;8;बहु}/वृत्ति{पुं;8;बहु}/वृत्ति{पुं;1;बहु}	वृत्ति{स्त्री;1;बहु}	उपमानम्,9.1	उपमानम्,9.1	N1	अस्तित्व	अस्तित्व
13.1	(इव)	4.1	(इव)	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,12.2	उपमान_द्योतकः,12.2	NA	-	-
