index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अ-	10.1	असह्यपीडं	अ-	अ-	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	CP	असह्यदुःख	-	-	-
1.2	सह्य-	10.2		सह्य-	सह्य-	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP				
1.3	पीडं	10.3		पीड{नपुं;1;एक}/{नपुं;2;एक}	पीड{नपुं;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2				
2.1	भगवन्	1.1	भगवन्नृणमन्त्यमवेहि	भग{मतुप्;पुं;8;एक}	भग{मतुप्;पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8	भगवान	-	-	-
3.1	ऋणम्	4.1		ऋण{पुं;2;एक}/ऋण{नपुं;1;एक}ऋण{नपुं;2;एक}	ऋण{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	ऋण_को	-	-	-
4.1	अन्त्यम्	3.1		अन्त्य{पुं;2;एक(अत्2;ण्यत्;अतिँ;भ्वादिः)}/अन्त्य{नपुं;1;एक(अत्2;ण्यत्;अतिँ;भ्वादिः)}/अन्त्य{नपुं;2;एक(अत्2;ण्यत्;अतिँ;भ्वादिः)}	अन्त्य{नपुं;2;एक(अत्2;ण्यत्;अतिँ;भ्वादिः)}	विशेषणम्,3.1	विशेषणम्,3.1	N2	अन्तिम(पित्रृऋणम्)	-	-	-
5.1	अवेहि	12.1		अव_इ1{कर्तरि;लोट्;म;एक;परस्मैपदी;इण्;अदादिः}/वेह्1{भावे;लुङ्;प्र;एक;आत्मनेपदी;वेहृँ;भ्वादिः}	अव_इ1{कर्तरि;लोट्;म;एक;परस्मैपदी;इण्;अदादिः}	अभिहित_कर्ता,12.1;सकर्मक.1	अभिहित_कर्ता,12.1;सकर्मक.1	KP	जानो	-	-	-
6.1	मे	2.1	मे	अस्मद्{सर्वनाम;4;एक}अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	मेरे	-	-	-
7.1	अरुन्तुदम्	7.1	अरुन्तुदमिवालानमनिर्वाणस्य	अरुन्तुद{पुं;2;एक}/अरुन्तुद{नपुं;1;एक}/अरुन्तुद{नपुं;2;एक}	अरुन्तुद{नपुं;2;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N2	मर्मस्थानोंकोछेदनेवाला,घायलकरनेवाला,पीडाजनक	-	-	-
8.1	इव	9.1		इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,9.1	उपमान_द्योतकः,9.1	NA	जैसे	-	-	-
9.1	आलानम्	8.1		आलान{नपुं;1;एक}/आलान{नपुं;2;एक}/आलान{नपुं;1;एक(ला1;ल्युट्;ला;अदादिः)}/आलान{नपुं;2;एक(ला1;ल्युट्;ला;अदादिः)}	आलान{नपुं;2;एक}	उपमानम्,3.1	उपमानम्,3.1	N2	वहस्तंभजिससेहाथीबाँधाजाय,बाँधेजानेवालाखंबा,रस्सा	-	-	-
10.1	अ-	5.1		अ-	अ-	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP				
10.2	निर्वाणस्य	5.2		निर्वाण{पुं;6;एक}/निर्वाण{नपुं;6;एक}	निर्वाण{पुं;6;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N6	जिसनेअभीस्नाननहींकिया	-	-	-
11.1	दन्तिनः	6.1	दन्तिनः	दन्तिन्{पुं;1;बहु}/दन्तिन्{पुं;2;बहु}/दन्तिन्{पुं;5;एक}/दन्तिन्{पुं;6;एक}/दन्तिन्{पुं;8;बहु}	दन्तिन्{पुं;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	हाथी_के	-	-	-
12.1	(त्वम्)	11.1		युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,5.1	कर्ता,5.1	N1				
