index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	विषयैः	1.1	विषयैर्विद्यानां	विषय{पुं;3;बहु}	विषय{पुं;3;बहु}	हेतुः,2.2	हेतुः,2.2	N3	विषयों_से	-	-	-
2.1	अन्-	2.1	अनाकृष्टस्य	अन्	अन्	नञ्-तत्पुरुषः,2.2	नञ्-तत्पुरुषः,2.2	CP	अन्-अकृष्ट	-	-	-
2.2	आकृष्टस्य	2.2	-	आकृष्ट{नपुं;6;एक}/अकृष्ट{पुं;6;एक}	आकृष्ट{पुं;6;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N6				-
3.1	विद्यानां	3.1	विषयैर्विद्यानां	विद्या{स्त्री;6;बहु}	विद्या{स्त्री;6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6	विद्या_के	-	-	-
4.1	पारदृश्वनः	4.1	पारदृश्वनः	पारदृश्वन्{पुं;2;बहु}/पारदृश्वन्{पुं;5;एक}/पारदृश्वन्{पुं;6;एक}	पारदृश्वन्{पुं;6;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N6	पारदृश्वन्_के	-	-	-
5.1	धर्म-	5.1	धर्मरतेरासीद्वृद्धत्वं	धर्म	धर्म	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP	धर्म-रति	-	-	-
5.2	रतेः	5.2	-	रति{स्त्री;5;एक}/रति{स्त्री;6;एक}/रति{पुं;5;एक}/रति{पुं;6;एक}	रति{पुं;6;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N6				-
6.1	तस्य	6.1	तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	उसका	-	-	-
7.1	जरसा	7.1	जरसा	जरा{स्त्री;3;एक}/जरस्{स्त्री;3;एक}	जरा{स्त्री;3;एक}	विनार्थः,10.1	विनार्थः,10.1	N3	बुढापे_का	-	-	-
8.1	विना	8.1	विना	विना{अव्य}	विना{अव्य}	विनार्थ_द्योतकः,7.1	विनार्थ_द्योतकः,7.1	NA	विना	-	-	-
9.1	वृद्धत्वं	9.1	धर्मरतेरासीद्वृद्धत्वं	वृद्धत्व{नपुं;1;एक}/वृद्धत्व{नपुं;2;एक}	वृद्धत्व{नपुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	वृद्धत्व	-	-	-
10.1	आसीत्	10.1	धर्मरतेरासीद्वृद्धत्वं	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP	था	-	-	-
