index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	त्वम्		त्वं	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	तुम	तुम
2.1	श्वः		श्वः	श्वः{अव्य}	श्वः{अव्य}	कालाधिकरणम्,5.1	कालाधिकरणम्,5.1	NA	कल	कल
3.1	जालन्धर-		जालन्धर-नगरं	जालन्धर	जालन्धर	षष्ठीतत्पुरुषसमासः,3.2	षष्ठीतत्पुरुषसमासः,3.2	CP	जालन्धर-	जालन्धर-
3.2	नगरं		--	नगर{नपुं;1;एक}/नगर{नपुं;2;एक}/नगर{पुं;2;एक}	नगर{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	नगर	नगर
4.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,5.1	प्रतिषेधः,5.1	NA	नहीं	नहीं
5.1	गमिष्यसि		गमिष्यसि	गम्1{कर्तरि;लृट्;म;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लृट्;म;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक	-	KP	जाओगे	जाओगे
6.1	किम्		किम्	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	किम्_1	किम्_1
7.1	.		.	-	-	-	-	FS	-	-
										
