index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	प्रयुक्तम्	5	प्रयुक्तमप्यस्त्रमितो	प्रयुक्त{पुं;2;एक(युछ्1;क्त;युछँ;भ्वादिः)}/प्रयुक्त{नपुं;1;एक(युछ्1;क्त;युछँ;भ्वादिः)}/प्रयुक्त{नपुं;2;एक(युछ्1;क्त;युछँ;भ्वादिः)}	प्रयुक्त{नपुं;1;एक(युछ्1;क्त;युछँ;भ्वादिः)}	विशेषणम्,2.1	विशेषणम्,2.1	N1	प्रयगमेलायाहुआ	Harnessed	-	-
2.1	अस्त्रम्	-	-	अस्त्र{नपुं;1;एक}/अस्त्र{नपुं;2;एक}	अस्त्र{नपुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	अस्त्र	weapon	-	-
3.1	अपि	-	-	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	भी	also	-	-
4.1	इतः	-	-	इतः{अव्य}/इ1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;इण्;अदादिः}/इत{पुं;1;एक(इ1;क्त;इण्;अदादिः)}	इतः{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	यहाँसे	fromhere	-	-
5.1	वृथा	6	वृथा	वृथा{अव्य}	वृथा{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	व्यर्थ	futile	-	-
6.1	स्यात्	7	स्यात्	अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,2.1	अभिहित_कर्ता,2.1	KP	है	is	-	-
7.1	न	8	न	न{अव्य}	न{अव्य}	प्रतिषेधः,11.1	प्रतिषेधः,11.1	NA				
8.1	पादपो-	9	पादपोन्मूलनशक्ति		पादपो	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP				
8.2	उन्मूलन-				उन्मूलन	षष्ठी-तत्पुरुषः,8.3	षष्ठी-तत्पुरुषः,8.3	CP				
8.3	शक्ति			शक्ति{पुं;1;एक}	शक्ति{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1				
9.1	रंहः			रंहस्{पुं;8;एक}	रंहस्{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1				
10.1	शिला-	10	शिलोच्चये	शिला	शिला	षष्ठी-तत्पुरुषः,10.2	षष्ठी-तत्पुरुषः,10.2	CP				
10.2	उच्चये			उच्चय{पुं;7;एक}	उच्चये{पुं;7;एक}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7				
11.1	मूर्च्छति	11	मूर्च्छति	मुर्छ्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;मुर्छाँ;:भ्वादिः}	मुर्छ्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;मुर्छाँ;:भ्वादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP				
12.1	मारुतस्य	12	मारुतस्य	मारुत{पुं;6;एक}	मारुत{पुं;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6				
