index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तद-	1	तदीयमाक्रन्दितमार्तसाधोर्गुहानिबद्धप्रतिशब्ददीर्घम्	तद्	तद्	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	उसकी	-	-	-
1.2	इयम्	-	-	इदम्{पुं;2;एक}/इदम्{नपुं;1;एक}/इदम्{नपुं;2;एक}	इदम्{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1				-
2.1	आक्रन्दितम्	-	-	आक्रन्दित{पुं2एक{कृदन्त}({कृत्_धातुक्रद्2}क्त{धातुःक्रदिँ}भ्वादिः)}/आक्रन्दित{नपुं1एक{कृदन्त}({कृत्_धातुक्रद्2}क्त{धातुःक्रदिँ}भ्वादिः)}/आक्रन्दित{नपुं2एक{कृदन्त}({कृत्_धातुक्रद्2}क्त{धातुःक्रदिँ}भ्वादिः)}	आक्रन्दित{पुं;2;एक(आङ्_क्रद्2;क्त;भ्वादिः)}	कर्ता,3.2	कर्ता,3.2	N2	विलाप_करना	-	-	-
3.1	आर्त-	-	-	आर्त	आर्त	सप्तमी-तत्पुरुषः,3.2	सप्तमी-तत्पुरुषः,3.2	CP	पीडित	-	-	-
3.2	साधोः	-	-	साधु{पुं;5;एक}	साधु{पुं;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6				-
4.1	गुहा-	-		गुहा	गुहा	सप्तमी-तत्पुरुषः,4.2	सप्तमी-तत्पुरुषः,4.2	CP	-	-	-	-
4.2	निबद्ध-	-	-	निबद्धः	निबद्धः-	कर्मधारय-तत्पुरुषः,4.3	कर्मधारय-तत्पुरुषः,4.3	CP				-
4.3	प्रति-	-	-	प्रति	प्रति	अव्ययीभावः,4.4	अव्ययीभावः,4.4	CP				-
4.4	शब्द-	-	-	शब्द	शब्द	तृतीया-तत्पुरुषः,4.5	तृतीया-तत्पुरुषः,4.5	CP				-
4.5	दीर्घम्	-	-	दीर्घ{पुं;1;एक}/दीर्घ{नपुं;1;एक}/दीर्घ{नपुं;2;एक}	दीर्घ{नपुं;1;एक}	विशेषणम्,1.2	विशेषणम्,1.2	N1				-
