"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"विदितम्"		"विदितम्"	"विदित{पुं;2;एक(विद्1;क्त;अदादिः)}/विदित{नपुं;1;एक(विद्1;क्त;अदादिः)}/विदित{नपुं;2;एक(विद्1;क्त;अदादिः)}"	"विदित{नपुं;1;एक(विद्1;क्त;अदादिः)}"	"कर्ता,12.1"	"कर्ता,12.1"	"N1"	"ज्ञात"	"ज्ञात"
2.1	"तप्यमानम्"		"तप्यमानम्"	"तप्यमान{पुं;2;एक(तप्1;शानच्_लट्;कर्मणि;भ्वादिः)}/तप्यमान{नपुं;1;एक(तप्1;शानच्_लट्;कर्मणि;भ्वादिः)}/तप्यमान{नपुं;2;एक(तप्1;शानच्_लट्;कर्मणि;भ्वादिः)}/तप्यमान{पुं;2;एक(तप्2;शानच्_लट्;कर्तरि;दिवादिः)}/तप्यमान{नपुं;1;एक(तप्2;शानच्_लट्;कर्तरि;दिवादिः)}/तप्यमान{नपुं;2;एक(तप्2;शानच्_लट्;कर्तरि;दिवादिः)}/तप्यमान{पुं;2;एक(तप्2;शानच्_लट्;कर्मणि;दिवादिः)}/तप्यमान{नपुं;1;एक(तप्2;शानच्_लट्;कर्मणि;दिवादिः)}/तप्यमान{नपुं;2;एक(तप्2;शानच्_लट्;कर्मणि;दिवादिः)}"	"तप्यमान{नपुं;1;एक(तप्1;शानच्_लट्;कर्मणि;भ्वादिः)}"	"कर्म,1.1"	"कर्म,1.1"	"N1"		
3.1	"च"		"च"	"च{अव्य}"	"च{अव्य}"	"समुच्चय_द्योतकः,2.1"	"समुच्चय_द्योतकः,2.1"	"NA"	"और"	"और"
4.1	"तेन"		"तेन"	"तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः}"	"तद्{सर्वनाम;पुं;3;एक}"	"कर्ता,7.3"	"कर्ता,7.3"	"N3"	"उससे"	"उससे"
5.1	"मे"		"मे"	"अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}"	"अस्मद्{सर्वनाम;6;एक}"	"षष्ठीसम्बन्धः,6.2"	"षष्ठीसम्बन्धः,6.2"	"N6"	"मेरा"	"मेरा"
6.1	"भुवन-"		"भुवन-त्रयम्"	"भुवन"	"भुवन"	"समासः,6.2"	"समासः,6.2"	"CP"	"भुवन-"	"भुवन-"
6.2	"त्रयम्"		"--"	"त्रय{पुं;2;एक}/त्रय{नपुं;1;एक}/त्रय{नपुं;2;एक}"	"त्रय{नपुं;1;एक}"	"समुच्चितः,2.1"	"समुच्चितः,2.1"	"N1"	"तिगुना"	"तिगुना"
7.1	"अ-"			"अ"	"अ"	"नञ्-तत्पुरुषः,7.2"	"नञ्-तत्पुरुषः,7.2"	"CP"		
7.2	"काम-"		"अकाम-उपनतेन"	"अकाम"	"अकाम"	"तृतीया-तत्पुरुषः,7.3"	"तृतीया-तत्पुरुषः,7.3"	"CP"	"अकाम-"	"अकाम-"
7.3	"उपनतेन"		"--"	"उपनत{पुं;3;एक(उप_णम्1;क्त;भ्वादिः)}/उपनत{नपुं;3;एक(उप_णम्1;क्त;भ्वादिः)}"	"उपनत{पुं;3;एक(उप_णम्1;क्त;भ्वादिः)}"	"करणम्,12.1"	"करणम्,12.1"	"N3"	"आया_हुवे_से"	"आया_हुवे_से"
8.1	"इव"		"इव"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,9.1"	"उपमान_द्योतकः,9.1"	"NA"	"जैसे"	"जैसे"
9.1	"साधोः"		"साधोः"	"साधु{पुं;5;एक}/साधु{पुं;6;एक}"	"साधु{पुं;6;एक}"	"षष्ठीसम्बन्धः,10.1"	"षष्ठीसम्बन्धः,10.1"	"N6"	"साधु_का"	"साधु_का"
10.1	"हृदयम्"		"हृदयम्"	"हृदय{नपुं;1;एक}/हृदय{नपुं;2;एक}"	"हृदय{नपुं;1;एक}"	"उपमानम्,6.2"	"उपमानम्,6.2"	"N1"	"हृदय"	"हृदय"
11.1	"एनसा"		"एनसा"	"एनस्{नपुं;3;एक}"	"एनस्{नपुं;3;एक}"	"उपमानम्,4.1"	"उपमानम्,4.1"	"N3"	"एनस्_से"	"एनस्_से"
12.1	"(अस्ति)"			"अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}"	"अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"		
