index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	कामम्	4.1	कामम्	कामम्{अव्य}/काम{पुं;2;एक}	काम{पुं;2;एक}	कर्म,2.3	कर्म,2.3	N2	काम_के	काम_के
2.1	कर्ण-	5.1	कर्ण-अन्त-विश्रान्ते	कर्ण	कर्ण	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	कर्ण-	कर्ण-
2.2	अन्त-	5.2	--	अन्त	अन्त	षष्ठी-तत्पुरुषः,2.3	षष्ठी-तत्पुरुषः,2.3	CP	अन्त-	अन्त-
2.3	विश्रान्ते	5.3	--	विश्रान्त{नपुं;1;द्वि}/विश्रान्त{नपुं;2;द्वि}/विश्रान्त{नपुं;8;द्वि}/विश्रान्ति{स्त्री;8;एक}/विश्रान्त{पुं;7;एक}/विश्रान्त{नपुं;7;एक}/विश्रान्ति{पुं;8;एक}/विश्रान्ति{नपुं;8;एक}/विश्रान्ति{नपुं;1;एक}/विश्रान्ति{नपुं;2;एक}/विश्रान्ता{स्त्री;8;एक}/विश्रान्ता{स्त्री;8;द्वि}/विश्रान्ता{स्त्री;1;द्वि}/विश्रान्ता{स्त्री;2;द्वि}	विश्रान्त{पुं;7;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N7	विश्राम_किया_हुए	विश्राम_किया_हुए
3.1	विशाले	2.1	विशाले	विशाला{स्त्री;8;एक}/विशाल{पुं;7;एक}/विशाल{नपुं;7;एक}	विशाल{पुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7	विशाल_में	विशाल_में
4.1	तस्य	1.1	तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;नपुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	उसके	उसके
5.1	लोचने	3.1	लोचने	लोचन{नपुं;1;द्वि(लोच्1;ल्युट्;भ्वादिः)}/लोचन{नपुं;2;द्वि(लोच्1;ल्युट्;भ्वादिः)}/लोचन{नपुं;7;एक(लोच्1;ल्युट्;भ्वादिः)}	लोचन{नपुं;7;एक(लोच्1;ल्युट्;भ्वादिः)}	अधिकरणम्,1.1	अधिकरणम्,1.1	N7	देखने_में	देखने_में
6.1	चक्षुष्मत्ता	6.1	चक्षुष्मत्ता	चक्षुष्मत्{पुं;3;एक}	चक्षुष्मत्{पुं;3;एक}	करणम्,7.1	करणम्,7.1	N3		
7.1	तु	7.1	तु	तु{अव्य}	तु{अव्य}	समुच्चितः,9.4	समुच्चितः,9.4	NA	तो	तो
8.1	शास्त्रेण	9.1	शास्त्रेण	शास्त्र{नपुं;3;एक}	शास्त्र{नपुं;3;एक}	कर्ता,10.1	कर्ता,10.1	N3	शास्त्र_से	शास्त्र_से
9.1	सूक्ष्म-	8.1	सूक्ष्मकार्यार्थदर्शिना	सूक्ष्म	सूक्ष्म	कर्मधारयः,9.2	कर्मधारयः,9.2	CP	सूक्ष्म-	सूक्ष्म-
9.2	कार्या-	8.2	--	कारि{स्त्री;3;एक}/कारी{स्त्री;3;एक}/कार्या{स्त्री;1;एक(कृ2;यत्;स्वादिः)}/कार्या{स्त्री;1;एक(कृ3;ण्यत्;तनादिः)}/कार्या{स्त्री;1;एक(कॄ1;ण्यत्;तुदादिः)}	कार्या	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP	का	का
9.3	अर्थ-	8.3	अर्थ-दर्शिना	अर्थ	अर्थ	द्वितीया-तत्पुरुषः,9.4	द्वितीया-तत्पुरुषः,9.4	CP	अर्थ-	अर्थ-
9.4	दर्शिना	8.4	--	दर्शिन्{पुं;3;एक}	दर्शिन्{पुं;3;एक}	करणम्,8.1	करणम्,8.1	N3	-	-
10.1	(आसीत्)	10.1		अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,8.1;सकर्मकः	अभिहित_कर्ता,8.1;सकर्मकः	KP		
