index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	बाहु-	1	बाहुप्रतिष्टम्भविवृद्धमन्युरभ्यर्णमागस्कृतमस्पृशद्भिः	बाहु	बाहु	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	क्रोध-विकसित	मन्यु-विवृद्ध	-	-
1.2	प्रतिष्टम्भ-	-	-	प्रतिष्टम्भ	प्रतिष्टम्भ	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP				-
1.3	विवृद्ध-	-	-	विवृद्ध	विवृद्ध	षष्ठ्यर्थ-बहुव्रीहिः,1.4	षष्ठ्यर्थ-बहुव्रीहिः,1.4	CP				-
1.4	मन्युः	-	-	मन्युः{पुं;1;एक}/विवृद्ध{नपुं;8;एक}	मन्युः{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1				-
2.1	राजा	2	राजा	राज्{पुं3एक}/राज्{नपुं3एक}/राज्{स्त्री3एक}/राजन्{पुं1एक}	राजन्{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	-	-	-	-
3.1	स्वतेजोभिः	3	स्वतेजोभिरदह्यतान्तर्भोगीव	स्व-तेजस्{नपुं;3;बहु}	स्व-तेजस्{नपुं;3;बहु}	करणम्,10.1	करणम्,10.1	N3	उसका	-	-	-
4.1	मन्त्र-	4	मन्त्रौषधिरुद्धवीर्यः	मन्त्र{पुं;8;एक}	मन्त्र-	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	क्रोध-विकसित	-	-	-
4.2	औषधि-	-	-	औषधि	औषधि	तृतीया-तत्पुरुषः,4.3	तृतीया-तत्पुरुषः,4.3	CP				-
4.3	रुद्ध-	-	-	रुद्ध	रुद्ध	षष्ठ्यर्थ-बहुव्रीहिः,4.4	षष्ठ्यर्थ-बहुव्रीहिः,4.4	CP				-
4.4	वीर्यः	-	-	वीर्य{पुं;1;एक}{कृदन्त}{कृत्_धातुवीर1}यत्{धातुःवीर}चुरादिः)}	वीर्य{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1				-
5.1	आगः-	-	आगस्कृतम्	आगः	आगः	अव्ययीभावः,5.2	अव्ययीभावः,5.2	CP	आगः-निर्मित	-	-	-
5.2	कृतम्	-	-	कृत्{पुं;1;बहु}/कृत्{पुं;2;बहु}/कृत्{पुं;5;एक}/कृत्{पुं;6;एक}/कृत्{पुं;8;बहु}/आगः	कृत{पुं;1;एक}	कर्म,10.1	कर्म,10.1	N1				-
6.1	अभ्यर्णम्	-	अभ्यर्णम्	अभ्यर्ण{पुं;2;एक}/अभ्यर्ण{नपुं;1;एक}/अभ्यर्ण{नपुं;2;एक}	अभ्यर्ण{नपुं;2;एक}	कर्मसमानाधिकरणम्,5.2	कर्मसमानाधिकरणम्,5.2	N2	अभ्यर्ण_को	-	-	-
7.1	अन्तः-	-	-	अन्त	अन्त	सप्तम्यर्थ-बहुव्रीहिः,7.2	सप्तम्यर्थ-बहुव्रीहिः,7.2	CP	-	-	-	-
7.2	भोगी	-	-	भोगी{पुं;1;एक}	भोगिन्{पुं1एक}	उपमानम्,2.1	उपमानम्,2.1	NA				-
8.1	इव	-	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,7.2	उपमान_द्योतकः,7.2	NA	-	-	-	-
9.1	अ-	-	अस्पृशद्भिः	अ	अ	नञ्-तत्पुरुषः,9.2	नञ्-तत्पुरुषः,9.2	CP	-	-	-	-
9.2	स्पृशद्भिः	-	-	स्पृशत्नपुं3{बहु{कृदन्त}({कृत्_धातुस्पृश्1}शतृ_लट्{धातुःस्पृशँ}तुदादिः)/स्पृश}त्पुं3{बहु{कृदन्त}({कृत्_धातुस्पृश्1}शतृ_लट्{धातुःस्पृशँ}तुदादिः)}	स्पृशत्नपुं3{बहु{कृदन्त}({कृत्_धातुस्पृश्1}शतृ_लट्{धातुःस्पृशँ}तुदादिः)	विशेषणम्,3.1	विशेषणम्,3.1	NA				-
10.1	अदह्यत	-	अदह्यतान्तर्भोगीरिव	दह्;कर्मणि;लङ्;प्र;एक;आत्मनेपदी{धातुःदहँ}भ्वादिः	दह्;कर्मणि;लङ्;प्र;एक;आत्मनेपदी{धातुःदहँ}भ्वादिः	अभिहित_कर्ता,2;सकर्मक.1	अभिहित_कर्ता,2;सकर्मक.1	KP	अस्2_प्प्_स्क्ता_है	-	-	-
