index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यः	7	यो	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	कर्तृसमानाधिकरणम्,4.1	कर्तृसमानाधिकरणम्,4.1	N1	जो	-	-	-
2.1	हेम-	8	हेमकुम्भस्तननिःसृतानां	हेम	हेम	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	सुनहरी_घड्Zआ-स्तन	-	-	-
2.2	कुम्भ-	-	-	कुम्भ	कुम्भ	कर्मधारयः,2.3	कर्मधारयः,2.3	CP				-
2.3	स्तन-	-	-	स्तन	स्तन	पञ्चमी-तत्पुरुषः,2.4	पञ्चमी-तत्पुरुषः,2.4	CP				-
2.4	निः-	-	-	निः	निः	प्रादि-तत्पुरुषः,2.5	प्रादि-तत्पुरुषः,2.5	CP				-
2.5	सृतानाम्	-	-	सृत{पुं;6;बहु(सृ1;क्त;भ्वादिः)}	सृत{पुं;6;बहु(सृ1;क्त;भ्वादिः)}	विशेषणम्,7.1	विशेषणम्,7.1	N6				-
3.1	स्कन्दस्य	9	स्कन्दस्य	स्कन्द{पुं;6;एक}	स्कन्द{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	पारे_की	-	-	-
4.1	मातुः	10	मातुः	मातृ{स्त्री;6;एक}	मातृ{स्त्री;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	माता_के	-	-	-
5.1	पयसां	11	पयसां	पयस्{नपुं;6;बहु}	पयस्{नपुं;6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	दूध_का	-	-	-
6.1	रसज्ञः	12	रसज्ञः	रसज्ञ{पुं;1;एक}	रसज्ञ{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	स्वाद_का_जानकार	-	-	-
7.1	(अस्ति)	-	(-)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	है	-	-	-
