index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	पौरस्त्यान्	5.1	पौरस्त्यानेवमाक्रामंस्तांस्ताञ्जनपदाञ्जयी	पौरस्त्य{पुं;2;बहु}	पौरस्त्य{पुं;2;बहु}	कर्म,5.1	कर्म,5.1	N2		
2.1	एवम्	2.1		एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,4.1	NA	ऐसा	ऐसा
3.1	आक्रामन्	7.1		आङ्_क्रम्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}	आङ्_क्रम्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	आक्रमण_किया	आक्रमण_किया
4.1	तान्	3.1		तद्{सर्वनाम;पुं;2;बहु}	तद्{सर्वनाम;पुं;2;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N2	उनको	उनको
5.1	तान्	4.1		तद्{सर्वनाम;पुं;2;बहु}	तद्{सर्वनाम;पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N2	उसको	उसको
6.1	जनपदान्	6.1		जनपद{पुं;2;बहु}	जनपद{पुं;2;बहु}	कर्म,3.1	कर्म,3.1	N2	जनपदों_को	जनपदों_को
7.1	जयी	1.1		जयिन्{पुं;1;एक}	जयिन्{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	विजेता	विजेता
8.1	प्राप	11.1	प्राप	प्र_आप्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;स्वादिः}/प्र_आप्1{कर्तरि{लिट्;म;बहु;परस्मैपदी;स्वादिः}/प्र_आप्1{कर्तरि{लिट्;उ;एक;परस्मैपदी;स्वादिः}	प्र_आप्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;स्वादिः}	अभिहित_कर्ता,7.1	अभिहित_कर्ता,7.1	KP	प्राप्त_हुआ	प्राप्त_हुआ
9.1	ताली-	8.1	तालीवनश्याममुपकण्ठं	ताली	ताली	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP	ताली-	ताली-
9.2	वन-	8.2	--	वन	वन	तृतीया-तत्पुरुषः,9.3	तृतीया-तत्पुरुषः,9.3	CP	वन-	वन-
9.3	श्यामम्	8.3	--	श्याम{पुं;2;एक}/श्याम{नपुं;1;एक}/श्याम{नपुं;2;एक}	श्याम{पुं;2;एक}	विशेषणम्,11.2	विशेषणम्,11.2	N2	श्याम_को	श्याम_को
10.1	उप-	10.1		उप	उप	प्रादि-समासः,10.2	प्रादि-समासः,10.2	CP	उप-	उप-
10.2	कण्ठम्	10.2	--	कण्ठ{पुं;2;एक}/कण्ठ{नपुं;1;एक}/कण्ठ{नपुं;2;एक}	कण्ठ{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	गले_को	गले_को
11.1	महा-	9.1	महोदधेः	महत्	महत्	कर्मधारयः,11.2	कर्मधारयः,11.2	CP	महा-	महा-
11.2	उदधेः	9.2	--	उदधि{पुं;6;एक}/उदधि{पुं;5;एक}	उदधि{पुं;6;एक}	षष्ठीसम्बन्धः,10.2	षष्ठीसम्बन्धः,10.2	N6	समुद्र_से	समुद्र_से
