"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"निर्दोषम्"		"निर्दोषम्"	"निर्दोष{पुं;2;एक}/निर्दोष{नपुं;1;एक}/निर्दोष{नपुं;2;एक}"	"निर्दोष{पुं;2;एक}"	"कर्म,2.1"	"कर्म,2.1"	"N2"		
2.1	"अभवत्"		"अभवत्"	"भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}"	"भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"	"हुआ"	"हुआ"
3.1	"सर्वम्"		"सर्वम्"	"सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}"	"सर्व{सर्वनाम;पुं;2;एक}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N2"	"सब_को"	"सब_को"
4.1	"आविष्कृत-"		"आविष्कृत-गुणम्"	"आविष्कृत(आङ्_विश्_कृ2;क्त;स्वादिः)"	"आविष्कृत"	"बहुव्रीहिः,4.2"	"बहुव्रीहिः,4.2"	"CP"		
4.2	"गुणम्"		"--"	"गुण{पुं;2;एक}/गुण{नपुं;1;एक}/गुण{नपुं;2;एक}"	"गुण{पुं;2;एक}"	"कर्म,2.1"	"कर्म,2.1"	"N2"	"गुण_को"	"गुण_को"
5.1	"जगत्"		"जगत्"	"जगत्{नपुं;1;एक}/जगत्{नपुं;2;एक}/जगत्{पुं;8;एक}/जगत्{नपुं;8;एक}/जगत्{पुं;1;एक}"	"जगत्{नपुं;1;एक}"	"कर्ता,2.1"	"कर्ता,2.1"	"N1"	"जगत्"	"जगत्"
6.1	"अनु-"		"अनु-अगात्"	"अनु"	"अनु"	"प्रादि-समासः,6.2"	"प्रादि-समासः,6.2"	"CP"	"अनु-"	"अनु-"
6.2	"अगात्"		"--"	"इ1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;अदादिः}/अग{पुं;5;एक}/अग{नपुं;5;एक}"	"इ1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;अदादिः}"	"अभिहित_कर्ता,9"	"अभिहित_कर्ता,9"	"KP"	"गया"	"गया"
7.1	"इव"		"इव"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,9.1"	"उपमान_द्योतकः,9.1"	"NA"	"जैसे"	"जैसे"
8.1	"हि"		"हि"	"हि{अव्य}"	"हि{अव्य}"	"सम्बन्धः,11.1"	"सम्बन्धः,11.1"	"NA"	"हि"	"हि"
9.1	"स्वर्गः"		"स्वर्गः"	"स्वर्ग{पुं;1;एक}"	"स्वर्ग{पुं;1;एक}"	"उपमानम्,10.1"	"उपमानम्,10.1"	"N1"	"स्वर्ग"	"स्वर्ग"
10.1	"गाम्"		"गाम्"	"गो{पुं;2;एक}/गो{स्त्री;2;एक}"	"गो{पुं;2;एक}"	"कर्म,6.2"	"कर्म,6.2"	"N2"	"गाय_को"	"गाय_को"
11.1	"गतम्"		"गतम्"	"गत{पुं;2;एक(गम्1;क्त;भ्वादिः)}/गत{नपुं;1;एक(गम्1;क्त;भ्वादिः)}/गत{नपुं;2;एक(गम्1;क्त;भ्वादिः)}"	"गत{पुं;2;एक(गम्1;क्त;भ्वादिः)}"	"कर्म,6.2"	"कर्म,6.2"	"N2"	"गया_हुआ"	"गया_हुआ"
12.1	"पुरुष-"		"पुरुष-उत्तमम्"	"पुरुष"	"पुरुष"	"सप्तमी-तत्पुरुषः,12.2"	"सप्तमी-तत्पुरुषः,12.2"	"CP"	"पुरुष-"	"पुरुष-"
12.2	"उत्तमम्"		"--"	"उत्तम{पुं;2;एक}/उत्तम{नपुं;1;एक}/उत्तम{नपुं;2;एक}"	"उत्तम{पुं;2;एक}"	"कर्म,6.2"	"कर्म,6.2"	"N2"	"अच्छे_को"	"अच्छे_को"
