index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	तम्	1	तमार्यगृह्यं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,2.2	विशेषणम्,2.2	N2	उस	उस
2.1	आर्य-			आर्य	आर्य	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	आर्य-	आर्य-
2.2	गृह्यम्		--	गृह्य{पुं;2;एक}/गृह्य{नपुं;1;एक}/गृह्य{नपुं;2;एक}	गृह्य{पुं;2;एक}	विशेषणम्,4.2	विशेषणम्,4.2	N2	गृह्य_को	गृह्य_को
3.1	निगृहीत-	2	निगृहीतधेनुर्मनुष्यवाचा	निगृहीत(नि_ग्रह्1;क्त;क्र्यादिः)	निगृहीत(नि_ग्रह्1;क्त;क्र्यादिः)	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP		
3.2	धेनुः		--	धेनु{स्त्री;1;एक}/धेनु{पुं;1;एक}	धेनु{पुं;1;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N1	धेनु	धेनु
4.1	मनुष्य-		--	मनुष्य	मनुष्य	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	मनुष्य-	मनुष्य-
4.2	वाचा		--	वाचा	वाचावाच्{स्त्री;3;एक}	हेतुः,6.1	हेतुः,6.1	N3	वाचा-	वाचा-
5.1	मनु-	3	मनुवंशकेतुम्	मनु	मनु	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	मनु-	मनु-
5.2	वंश-		--	वंश	वंश	षष्ठी-तत्पुरुषः,5.3	षष्ठी-तत्पुरुषः,5.3	CP	वंश-	वंश-
5.3	केतुम्		--	केतु{पुं;2;एक}	केतु{पुं;2;एक}	विशेषणम्,9.3	विशेषणम्,9.3	N2	पताका	पताका
6.1	विस्मापयन्	4	विस्माययन्विस्मितमात्मवृत्तौ	विस्मापि{पुं;1;एक}	विस्मापि{पुं;1;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N1		
7.1	विस्मितम्			स्मित{नपुं;1;एक}	स्मित{नपुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1		
8.1	आत्म-			आत्मन्	आत्मन्	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	आत्म-	आत्म-
8.2	वृत्तौ		--	वृत्ति{स्त्री;7;एक}/वृत्त{पुं;1;द्वि(वृत्1;क्त;भ्वादिः)}/वृत्त{पुं;2;द्वि(वृत्1;क्त;भ्वादिः)}/वृत्त{पुं;8;द्वि}/वृत्ति{पुं;7;एक}	वृत्ति{स्त्री;7;एक}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	अस्तित्व_में	अस्तित्व_में
9.1	सिंह-	5	सिंहोरुसत्त्वं	सिंह	सिंह	बहुव्रीहिः,9.2	बहुव्रीहिः,9.2	CP	सिंह-	सिंह-
9.2	ऊरु-		--	ऊरु	ऊरु	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP	-	-
9.3	सत्त्वम्			सत्त्व{पुं;2;एक}/सत्त्व{नपुं;1;एक}/सत्त्व{नपुं;2;एक}/सद्{त्व;नपुं;1;एक}/सद्{त्व;नपुं;2;एक}	सत्त्व{पुं;2;एक}	कर्म,8.2	कर्म,8.2	N2	सत्त्व_को	सत्त्व_को
10.1	निजगाद	6	निजगाद	नि_गद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	नि_गद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	-	-
11.1	सिंहः	7	सिंहः	सिंह{पुं;1;एक}	सिंह{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	सिंह	सिंह
