index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	सः	1	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1	वह	-	-	-
2.1	त्वम्	2	त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	तुम	-	-	-
3.1	निवर्तस्व	3	निवर्तस्व	नि_वृत्1{कर्तरि;लोट्;म;एक;आत्मनेपदी;वृतुँ;भ्वादिः}	नि_वृत्1{कर्तरि;लोट्;म;एक;आत्मनेपदी;वृतुँ;भ्वादिः}	अभिहित_कर्ता,2;सकर्मक.1	अभिहित_कर्ता,2;सकर्मक.1	KP	वापिस_आओ	-	-	-
4.1	विहाय	4	विहाय	वि_हा2{अव्य;ल्यप्;ओँहाक्;जुहोत्यादिः}/वि_हा1{अव्य;ल्यप्;ओँहाङ्;जुहोत्यादिः}	वि_हा1{अव्य;ल्यप्;ओँहाङ्;जुहोत्यादिः}	पूर्वकालः,3.1	पूर्वकालः,3.1	NA	त्याग_कर	-	-	-
5.1	लज्जाम्	5	लज्जाम्	लज्जा{स्त्री;2;एक}	लज्जा{स्त्री;2;एक}	कर्म,4.1	कर्म,4.1	N2	लज्जा	-	-	-
6.1	गुरोः	6	गुरोर्भवान्दर्शितशिष्यभक्तिः	गुरु{पुं;6;एक}/गुरु{पुं;5;एक}	गुरु{पुं;6;एक}	षष्ठीसम्बन्धः,8.3	षष्ठीसम्बन्धः,8.3	N6	गुरु_की	-	-	-
7.1	भवान्	-	-	भव{पुं;2;बहु}/भवत्{पुं;1;एक}	भवत्{पुं;1;एक}	कर्म,6.1	कर्म,6.1	N1	आप	-	-	-
8.1	दर्शित-	-	-	दर्शित	दर्शित	तृतीयार्थ-बहुव्रीहिः,8.2	तृतीयार्थ-बहुव्रीहिः,8.2	CP	दर्शित	-	-	-
8.2	शिष्य-	-	-	शिष्य	शिष्य	षष्ठी-तत्पुरुषः,8.3	षष्ठी-तत्पुरुषः,8.3	CP				-
8.3	भक्तिः	-	-	भक्तिः{स्त्री;1;एक}	भक्तिः{स्त्री;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1				-
