index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	बभौ	1	बभौ	भा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भा;अदादिः}/भा1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भा;अदादिः}	भा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भा;:अदादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP				
2.1	च	2	च	च{अव्य}	च{अव्य}	समुच्चितः,10.1	समुच्चितः,10.1	NA				
3.1	सा	3	सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1				
4.1	तेन	4	तेन	तद्{सर्वनाम;नपुं;3;एक}/तद्{सर्वनाम;पुं;3;एक}	तद्{सर्वनाम;पुं;3;एक}	कर्तृसमानाधिकरणम्,11.1	कर्तृसमानाधिकरणम्,11.1	N3				
5.1	सताम्	5	सताम्	सत्{नपुं;6;बहु(अस्2;शतृ_लट्;असँ;अदादिः)}/सत्{पुं;6;बहु(अस्2;शतृ_लट्;असँ;अदादिः)}	सत्{नपुं;6;बहु(अस्2;शतृ_लट्;असँ;:अदादिः)}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6				
6.1	मतेन	6	मतेन	मत{नपुं;3;एक(+मन्2;क्त;मनुँ;तनादिः)}/मत{पुं;3;एक(+मन्2;क्त;मनुँ;तनादिः)}	मत{नपुं;3;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N3				
7.1	श्रद्धा	7	श्रद्धेव	श्रद्धा{स्त्री;1;एक}	श्रद्धा{स्त्री;1;एक}	उपमानम्,8.1	उपमानम्,8.1	N1				
8.1	इव	-		इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,1.1	उपमान_द्योतकः,1.1	NA				
9.1	साक्षात्	8	साक्षाद्विधिनोपपन्ना	साक्षात्{अव्य}	साक्षात्{अव्य}	विशेषणम्,7.1	विशेषणम्,7.1	NA				
10.1	विधिना	-		विधि{पुं;3;एक}	विधि{पुं;3;एक}	हेतुः,9.1 	हेतुः,9.1 	N3				
11.1	उपपन्ना	-		उप_पद्1{क्त;पदँ;दिवादिःउप_पन्न;स्त्री;1;एक}	उप_पद्1{क्त;पदँ;दिवादिःउप_पन्न;स्त्री;1;एक}	कर्ता,1.1	कर्ता,1.1	N1				
