index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	मुक्त-		मुक्त-शेष-विरोधेन	मुक्त(मुच्2;क्त;तुदादिः)	मुक्त	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP		
1.2	शेष-		--	शेष	शेष	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP	शेष-	शेष-
1.3	विरोधेन		--	विरोध{पुं;3;एक}/विरोध{पुं;3;एक(वि_रुध्1;घञ्;रुधादिः)}/विरोध{नपुं;3;एक}	विरोध{पुं;3;एक}	कर्ता,5.1	कर्ता,5.1	N3	विरोध_से	विरोध_से
2.1	कुलिश-		कुलिश-व्रण-लक्ष्मणौ	कुलिश	कुलिश	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	कुलिश-	कुलिश-
2.2	व्रण-		--	व्रण	व्रण	बहुव्रीहिः,2.3	बहुव्रीहिः,2.3	CP	व्रण-	व्रण-
2.3	लक्ष्मणा		--	लक्ष्मन्{नपुं;3;एक}	लक्ष्मन्{नपुं;3;एक}	कर्म,3.1	कर्म,3.1	N3	लक्ष्मणों_के	लक्ष्मणों_के
3.1	उपस्थितम्		उपस्थितम्	उपस्थित{पुं;2;एक(उप_ष्था1;क्त;भ्वादिः)}/उपस्थित{नपुं;1;एक(उप_ष्था1;क्त;भ्वादिः)}/उपस्थित{नपुं;2;एक(उप_ष्था1;क्त;भ्वादिः)}	उपस्थित{पुं;2;एक(उप_ष्था1;क्त;भ्वादिः)}	अभिहित_कर्ता	अभिहित_कर्ता	N2	उपस्थित_को	उपस्थित_को
4.1	प्राञ्जलिना		प्राञ्जलिना	प्राञ्जलि{पुं;3;एक}/प्राञ्जलि{नपुं;3;एक}	प्राञ्जलि{पुं;3;एक}	हेतुः,5.1	हेतुः,5.1	N3	अञ्जलि_से	अञ्जलि_से
5.1	विनीतेन		विनीतेन	विनीत{पुं;3;एक(वि_णी1;क्त;भ्वादिः)}/विनीत{नपुं;3;एक(वि_णी1;क्त;भ्वादिः)}	विनीत{पुं;3;एक(वि_णी1;क्त;भ्वादिः)}	करणम्,6.1	करणम्,6.1	N3	अनुशासित_से	अनुशासित_से
6.1	गरुत्मता		गरुत्मता	गरुत्मत्{पुं;3;एक}	गरुत्मत्{पुं;3;एक}	करणम्,3.1	करणम्,3.1	N3		
