"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"सुतौ"		"सुतौ"	"सुति{स्त्री;7;एक}"	"सुति{स्त्री;7;एक}"	"अधिकरणम्,4.1"	"अधिकरणम्,4.1"	"N7"		
2.1	"लक्ष्मण-"		"लक्ष्मण-शत्रुघ्नौ"	"लक्ष्मण"	"लक्ष्मण"	"द्वन्द्वः,2.2"	"द्वन्द्वः,2.2"	"CP"	"लक्ष्मण-"	"लक्ष्मण-"
2.2	"शत्रुघ्नौ"		"--"	"शत्रुघ्न{पुं;1;द्वि}/शत्रुघ्न{पुं;2;द्वि}/शत्रुघ्न{पुं;8;द्वि}"	"शत्रुघ्न{पुं;2;द्वि}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N2"	"शत्रुघ्न"	"शत्रुघ्न"
3.1	"सुमित्रा"		"सुमित्रा"	"सुमित्रा{स्त्री;1;एक}"	"सुमित्रा{स्त्री;1;एक}"	"कर्ता,4.1"	"कर्ता,4.1"	"N1"	"सुमित्रा_ने"	"सुमित्रा_ने"
4.1	"सुषुवे"		"सुषुवे"	"षू1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;अदादिः}/षू1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;अदादिः}/षू1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;अदादिः}/षू1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;अदादिः}/षू3{कर्मणि;लिट्;उ;एक;आत्मनेपदी;तुदादिः}/षू3{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;तुदादिः}/षु1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/षु1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/षु2{कर्मणि;लिट्;उ;एक;आत्मनेपदी;अदादिः}/षु2{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;अदादिः}/षु3{कर्तरि;लिट्;उ;एक;आत्मनेपदी;स्वादिः}/षु3{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;स्वादिः}/षु3{कर्मणि;लिट्;उ;एक;आत्मनेपदी;स्वादिः}/षु3{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;स्वादिः}"	"षू1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;अदादिः}"	"अभिहित_कर्ता,3.1;सकर्मक"	"अभिहित_कर्ता,3.1;सकर्मक"	"KP"	"जन्म_दिया"	"जन्म_दिया"
5.1	"यमौ"		"यमौ"	"यम{पुं;1;द्वि}/यम{पुं;2;द्वि}/यम{पुं;8;द्वि}"	"यम{पुं;2;द्वि}"	"कर्म,7.1"	"कर्म,7.1"	"N2"	"यमराज"	"यमराज"
6.1	"सम्यक्"		"सम्यक्"	"सम्यक्{अव्य}"	"सम्यक्{अव्य}"	"क्रियाविशेषणम्,4.1"	"क्रियाविशेषणम्,4.1"	"NA"	"ठीक"	"ठीक"
7.1	"आराधिताः"		"आराधिताः"	"आराधित{पुं;1;बहु(आङ्_राध्2;क्त;स्वादिः)}/आराधिता{स्त्री;1;बहु(आङ्_राध्2;क्त;स्वादिः)}/आराधिता{स्त्री;2;बहु(आङ्_राध्2;क्त;स्वादिः)}/आराधित{पुं;1;बहु(आङ्_राध्1;क्त;दिवादिः)}/आराधिता{स्त्री;1;बहु(आङ्_राध्1;क्त;दिवादिः)}/आराधिता{स्त्री;2;बहु(आङ्_राध्1;क्त;दिवादिः)}"	"आराधिता{स्त्री;2;बहु(आङ्_राध्1;क्त;दिवादिः)}"	"कर्म,4.1"	"कर्म,4.1"	"N2"	"आङ्_राध्1या_हुईं"	"आङ्_राध्1या_हुईं"
8.1	"विद्या"		"विद्या"	"विद्या{स्त्री;1;एक}"	"विद्या{स्त्री;1;एक}"	"कर्ता,4.1"	"कर्ता,4.1"	"N1"	"विद्या"	"विद्या"
9.1	"प्रबोध-"		"प्रबोध-विनयौ"	"प्रबोध"	"प्रबोध"	"द्वन्द्वः,9.2"	"द्वन्द्वः,9.2"	"CP"		
9.2	"विनयौ"		"--"	"विनय{पुं;1;द्वि}/विनय{पुं;2;द्वि}/विनय{पुं;8;द्वि}"	"विनय{पुं;1;द्वि}"	"उपमानम्,8.1"	"उपमानम्,8.1"	"N1"	"विनय"	"विनय"
10.1	"इव"		"इव"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,9.2"	"उपमान_द्योतकः,9.2"	"NA"	"जैसे"	"जैसे"
