index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अदर्शनेन	-	-	अदर्शन{नपुं;3;एक}	अदर्शन{नपुं;3;एक}	हेतुः,4.2	हेतुः,4.2	N3	अदर्शन_से	-	-	-
2.1	आहित-	-	-	हि1{क्त;हि;स्वादिः	आहित-	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	औत्सुक्य	-	-	-
2.2	औत्सुक्यम्	-	-	औत्सुक्य;नपुं;1;एक}/औत्सुक्य{नपुं;2;एक}/औत्सुक्य{पुं;2;एक}	औत्सुक्य{नपुं;2;एक}	विशेषणम्,3.5	विशेषणम्,3.5	N2				-
3.1	प्रजा-	3	प्रजार्थव्रतकर्शिताङ्गम्	प्रजा	प्रजा	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	-	-	-	-
3.2	अर्थ-	-	-	अर्थ	अर्थ	द्वितीया-तत्पुरुषः,3.3	द्वितीया-तत्पुरुषः,3.3	CP				-
3.3	व्रत-	-	-	व्रत	व्रत	तृतीया-तत्पुरुषः,3.4	तृतीया-तत्पुरुषः,3.4	CP				-
3.4	कर्शित-	-	-	कर्शित	कर्शित	षष्ठ्यर्थ-बहुव्रीहिः,3.5	षष्ठ्यर्थ-बहुव्रीहिः,3.5	CP				-
3.5	अङ्गम्	-	-	अङ्ग;पुं;2;एक}/अङ्ग{नपुं;1;एक}/अङ्ग{नपुं;2;एक}	अङ्ग{;पुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2				-
4.1	नव-	-	-	नव	नव	षष्ठ्यर्थ-बहुव्रीहिः,4.2	षष्ठ्यर्थ-बहुव्रीहिः,4.2	CP	नव-उदय	-	-	-
4.2	उदयं	-	-	उदय{पुं;2;एक}/नव	उदय{पुं;2;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N2				-
5.1	तम्	1	तमाहितौत्सुक्यमदर्शनेन	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	उस	-	-	-
6.1	प्रजाः	2	प्रजाः	प्रजा{स्त्री;1;बहु}/प्रजा{स्त्री;2;बहु}/प्रज{पुं;8;बहु}/प्रजा{स्त्री;8;बहु}/प्र-ज{पुं;1;बहु}/प्र-ज{पुं;8;बहु}	प्र-ज{पुं;1;बहु}	कर्ता,12.1	कर्ता,12.1	N1	प्र	-	-	-
7.1	तृप्तिम्	-		तृप्ति{स्त्री;2;एक}	तृप्ति{स्त्री;2;एक}	कर्म,8.1	कर्म,8.1	N2	संतोष	-	-	-
8.1	नेत्रैः	4	नेत्रैः	नेत्र{नपुं;3;बहु}	नेत्र{नपुं;3;बहु}	करणम्,4.2	करणम्,4.2	N3	नेत्रों_से	-	-	-
9.1	औषधीनाम्	-		औषधी{स्त्री;6;बहु}/औषधि{स्त्री;6;बहु}	औषधि{स्त्री;6;बहु}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6	औषधियों_की	-	-	-
10.1	नाथम्	6	नाथमिवौषधीनाम्	नाथ{पुं;2;एक}	नाथ{पुं;2;एक}	उपमानम्,11.1	उपमानम्,11.1	N2	नाथ_को	-	-	-
11.1	इव	-	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,12.1	उपमान_द्योतकः,12.1	NA	जैसे	-	-	-
12.1	पपुः	5	पपुस्तृप्तिमनाप्नुवद्भिर्नवोदयं	पा1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;पा;भ्वादिः}/पा2{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;पा;अदादिः}/पै1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;पै;भ्वादिः}	पा1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;पा;भ्वादिः}	अभिहित_कर्ता,6;सकर्मक.1	अभिहित_कर्ता,6;सकर्मक.1	KP	पिये	-	-	-
13.1	अन्-	-		अन्	अन्	नञ्-तत्पुरुषः,13.2	नञ्-तत्पुरुषः,13.2	CP				
13.2	आप्नुवद्भिः			आप्नुवत्{पुं;3;बहु(आप्1;शतृ_लट्;स्वादिः)}	आप्नुवत्{पुं;3;बहु}	विशेषणम्,8.1	विशेषणम्,8.1	N3				
