"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"योग-"		"योग-निद्रा-अन्त-विशदैः"	"योग"	"योग"	"कर्मधारयः,1.2"	"कर्मधारयः,1.2"	"CP"	"योग-"	"योग-"
1.2	"निद्रा-"		"--"	"निद्रा"	"निद्रा"	"षष्ठी-तत्पुरुषः,1.3"	"षष्ठी-तत्पुरुषः,1.3"	"CP"	"निद्रा-"	"निद्रा-"
1.3	"अन्त-"		"--"	"अन्त"	"अन्त"	"सप्तमी-तत्पुरुषः,1.4"	"सप्तमी-तत्पुरुषः,1.4"	"CP"	"अन्त-"	"अन्त-"
1.4	"विशदैः"		"--"	"विशद{पुं;3;बहु}/विशद{नपुं;3;बहु}"	"विशद{पुं;3;बहु}"	"विशेषणम्,2.1"	"विशेषणम्,2.1"	"N3"	"बडा"	"बडा"
2.1	"पावनैः"		"पावनैः"	"पावन{पुं;3;बहु}/पावन{नपुं;3;बहु}"	"पावन{पुं;3;बहु}"	"हेतुः,3.1"	"हेतुः,3.1"	"N3"	"आग_से"	"आग_से"
3.1	"अवलोकनैः"		"अवलोकनैः"	"अवलोकन{नपुं;3;बहु(अव_लोक्1;ल्युट्;भ्वादिः)}/अवलोकन{नपुं;3;बहु(अव_लोक्2;ल्युट्;चुरादिः)}"	"अवलोकन{नपुं;3;बहु(अव_लोक्1;ल्युट्;भ्वादिः)}"	"हेतुः,5.1"	"हेतुः,5.1"	"N3"	"अव_लोक्1ने~से"	"अव_लोक्1ने~से"
4.1	"भृगु-"		"भृगु-आदीन्"	"भृगु"	"भृगु"	"बहुव्रीहिः,4.2"	"बहुव्रीहिः,4.2"	"CP"	"भृगु-"	"भृगु-"
4.2	"आदीन्"		"--"	"आदि{पुं;2;बहु}"	"आदि{पुं;2;बहु}"	"विशेषणम्,6.1"	"विशेषणम्,6.1"	"N2"	"पहेले"	"पहेले"
5.1	"अनुगृह्णन्तम्"		"अनुगृह्णन्तम्"	"अनुगृह्णत्{पुं;2;एक(अनु_ग्रह्1;शतृ_लट्;क्र्यादिः)}"	"अनुगृह्णत्{पुं;2;एक(अनु_ग्रह्1;शतृ_लट्;क्र्यादिः)}"	"कर्म,8.1"	"कर्म,8.1"	"N2"	"कृपा_करता_हुआ"	"कृपा_करता_हुआ"
6.1	"सौखशायनिकान्"		"सौखशायनिकान्"	"सौखशायनिक{पुं;2;बहु}"	"सौखशायनिक{पुं;2;बहु}"	"कर्म,3.1"	"कर्म,3.1"	"N2"	"सौखशायनिकों_को"	"सौखशायनिकों_को"
7.1	"ऋषीन्"		"ऋषीन्"	"ऋषि{पुं;2;बहु}"	"ऋषि{पुं;2;बहु}"	"कर्म,3.1"	"कर्म,3.1"	"N2"	"ऋषियों_को"	"ऋषियों_को"
8.1	"(अपश्यत्)"			"दृश्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः"	"दृश्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"		
