index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	नृपेण	6	नृपेण	नृप{पुं;3;एक}	नृप{पुं;3;एक}	कर्ता,14.1	कर्ता,14.1	N3	राजा_से	-	-	-
2.1	मनसा	3	मनसापि	मनस्{नपुं;3;एक}/मनसा{स्त्री;1;एक}	मनस्{स्त्री;3;एक}	हेतुः,3.1	हेतुः,3.1	N3	मनसा	-	-	-
3.1	अपि	-	-	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	भी	-	-	-
4.1	अद्रि-	-	-	अद्रि	अद्रि	षष्ठि-तत्पुरुषः,4.2	षष्ठि-तत्पुरुषः,4.2	CP	अद्रि-शोभा	-	-	-
4.2	शोभा-	-	-	शोभा	शोभा	सप्तमी-तत्पुरुषः,4.3	सप्तमी-तत्पुरुषः,4.3	CP				-
4.3	प्रहित-	-	-	प्रहित	प्रहित	सप्तमी-तत्पुरुषः,4.4	सप्तमी-तत्पुरुषः,4.4	CP				-
4.4	ईक्षणेन	-	-	ईक्षण{नपुं;3;एक}	ईक्षण{नपुं;3;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N3				-
5.1	अलक्षित-	5	अलक्षिताभ्युत्पतनः	अलक्षित	अलक्षित	षष्ठ्यर्थ-बहुव्रीहिः,5.2	षष्ठ्यर्थ-बहुव्रीहिः,5.2	CP	न_देखी_गयी-अभ्युत्पतन	-	-	-
5.2	अभ्युत्पतनः	-	-	अभ्युत्पतन{पुं;1;एक}	अभ्युत्पतन{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1				-
6.1	सा	1	सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	कर्म,11.1	कर्म,11.1	N1	उस	-	-	-
7.1	सिंहः	8	सिंहः	सिंह{पुं;1;एक}	सिंह{पुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	सिंह	-	-	-
8.1	दुष्प्रधर्षा	2	दुष्प्रधर्षा	दुष्प्रधर्षा{स्त्री;1;एक}	दुष्प्रधर्षा{स्त्री;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	दुष्प्रधर्षा_ने	-	-	-
9.1	हिंस्रैः	4	हिंस्रैरित्यद्रिशोभाप्रहितेक्षणेन	हिंस्र{पुं;3;बहु}/हिंस्र{नपुं;3;बहु}	हिंस्र{नपुं;3;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N3	हानिकरों_से	-	-	-
10.1	इति	-	-	इति{अव्य}	इति{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	-	-	-	-
11.1	प्रसह्य	7	प्रसह्य	षह्1{अव्य;ल्यप्;षहँ;भ्वादिः}/षह्2{अव्य;ल्यप्;षहँ;दिवादिः}/षह्3{अव्य;ल्यप्;षहँ;चुरादिः}	प्र_षह्3{अव्य;ल्यप्;षहँ;चुरादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1	NA	प्र_षह्3_कर	-	-	-
12.1	किल	9	किल	किल{अव्य}	किल{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	सफेद_होते_हुए	-	-	-
13.1	ताम्	10	ताम्	तद्{सर्वनाम;स्त्री;2;ए}	तद्{सर्वनाम;स्त्री;2;ए}	कर्म,14.1	कर्म,14.1	N2	-	-	-	-
14.1	चकर्ष	11	चकर्ष	कृष्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;कृषँ;भ्वादिः}/कृष्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कृषँ;भ्वादिः}/कृष्2{कर्तरि;लिट्;उ;एक;परस्मैपदी;कृषँ;तुदादिः}/कृष्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कृषँ;तुदादिः}	कृष्2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कृषँ;तुदादिः}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP	कृषि_की	-	-	-
