index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	धेनुः	-	धेनुः	धेनु{स्त्री;1;एक}	धेनु{स्त्री;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	गाय_ने	-	-	-
2.1	पार्थिवेन	3	पार्थिवेन	पार्थिव{पुं;3;एक}	पार्थिव{पुं;3;एक}	करणम्,3.1	करणम्,3.1	N3	पार्थिव_से	-	-	-
3.1	पुरस्कृताः	1	पुरस्कृताः	पुरस्कृता{स्त्री;1;बहु}/पुरस्कृता{स्त्री;2;बहु}	पुरस्कृता{स्त्री;2;बहु}	कर्म,4.1	कर्म,4.1	N2	पुरस्कृतों_को	-	-	-
4.1	वर्त्मनि	2	वर्त्मनि	वर्त्मन्{नपुं;7;एक}	वर्त्मन्{नपुं;7;एक}	अधिकरणम्,5.2	अधिकरणम्,5.2	N7	मार्ग_में	-	-	-
5.1	प्रति-	4	प्रत्युद्गता	प्रति	प्रति	प्रादि-तत्पुरुषः,5.2	प्रादि-तत्पुरुषः,5.2	CP	प्रति-निकली_हुई	-	-	-
5.2	उद्गता	-		उद्गता{स्त्री;1;एक}	उद्गता{स्त्री;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N1				-
6.1	पार्थिव-	5	पार्थिवधर्मपत्न्या	पार्थिव	पार्थिव	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	पार्थिव-धर्म-पत्नी_के_द्वारा	-	-	-
6.2	धर्म-	-	-	धर्म	धर्म	षष्ठी-तत्पुरुषः,6.3	षष्ठी-तत्पुरुषः,6.3	CP				-
6.3	पत्न्या	-	-	पत्नी{स्त्री;3;एक}	पत्नी{स्त्री;3;एक}	हेतुः,5.2	हेतुः,5.2	N3				-
7.1	सा	7	सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	वह	-	-	-
8.1	दिन-	9	धेनुर्दिनक्षपामध्यगतेव	दिन	दिन	द्वन्द्वः,8.2	द्वन्द्वः,8.2	CP	दिन-क्षपा-मध्य-गयी_हुई	-	-	-
8.2	क्षपा-	-	-	क्षपा	क्षपा	षष्ठी-तत्पुरुषः,8.3	षष्ठी-तत्पुरुषः,8.3	CP				-
8.3	मध्य-	-	-	मध्य	मध्य	सप्तमी-तत्पुरुषः,8.4	सप्तमी-तत्पुरुषः,8.4	CP				-
8.4	गता	-	-	गता{स्त्री;1;एक}	गता{स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1				-
9.1	सन्ध्या	10	सन्ध्या	सन्ध्या{स्त्री;1;एक}	सन्ध्या{स्त्री;1;एक}	उपमानम्,10.1	उपमानम्,10.1	N1	सन्ध्या	-	-	-
10.1	इव	-		इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,1.1	उपमान_द्योतकः,1.1	NA	जैसे	-	-	-
11.1	रराज	8	वि_रराज	वि_राज्{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/राज्{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/राज्{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	वि_राज्{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1;सकर्मक.1	अभिहित_कर्ता,1;सकर्मक.1	KP	राज्1_प्प्_स्क्या	-	-	-
12.1	तत्-	6	तदन्तरे	तत्	तत्	सप्तमी-तत्पुरुषः,12.2	सप्तमी-तत्पुरुषः,12.2	CP	-	-	-	-
12.2	अन्तरे	-	-	अन्तरे{अव्य}	अन्तरे{अव्य}	अधिकरणम्,10.1	अधिकरणम्,10.1	NA				-
