"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"प्रणिपत्य"		"प्रणिपत्य"	"प्र_नि_पत्1{अव्य;ल्यप्;भ्वादिः}"	"प्र_नि_पत्1{अव्य;ल्यप्;भ्वादिः}"	"पूर्वकालः,8.1"	"पूर्वकालः,8.1"	"NA"	"प्रणाम_करके"	"प्रणाम_करके"
2.1	"सुराः"		"सुराः"	"सुर{पुं;1;बहु}/सुरा{स्त्री;1;बहु}/सुरा{स्त्री;2;बहु}/सुर{पुं;8;बहु}/सुरा{स्त्री;8;बहु}"	"सुर{पुं;1;बहु}"	"कर्ता,8.1"	"कर्ता,8.1"	"N1"	"देवों_ने"	"देवों_ने"
3.1	"तस्मै"		"तस्मै"	"तद्{सर्वनाम;पुं;4;एक}/तद्{सर्वनाम;नपुं;4;एक}"	"तद्{सर्वनाम;पुं;4;एक}"	"प्रयोजनम्,8.1"	"प्रयोजनम्,8.1"	"N4"	"उसके_लिये"	"उसके_लिये"
4.1	"शमयित्रे"		"शमयित्रे"	"शमयितृ{पुं;4;एक}"	"शमयितृ{पुं;4;एक}"	"प्रयोजनम्,8.1"	"प्रयोजनम्,8.1"	"N4"		
5.1	"सुर-"		"सुर-द्विषाम्"	"सुर"	"सुर"	"षष्ठी-तत्पुरुषः,5.2"	"षष्ठी-तत्पुरुषः,5.2"	"CP"	"सुर-"	"सुर-"
5.2	"द्विषाम्"		"--"	"द्विषा{स्त्री;2;एक}"	"द्विषा{स्त्री;2;एक}"	"कर्म,4.1"	"कर्म,4.1"	"N2"	"द्विषे_को"	"द्विषे_को"
6.1	"अथ"		"अथ"	"अथ{अव्य}"	"अथ{अव्य}"	"सम्बन्धः,8.1"	"सम्बन्धः,8.1"	"NA"	"ऐसा"	"ऐसा"
7.1	"एनम्"		"एनम्"	"इदम्{सर्वनाम;पुं;2;एक}"	"इदम्{सर्वनाम;पुं;2;एक}"	"कर्म,8.1"	"कर्म,8.1"	"N2"	"इसको"	"इसको"
8.1	"तुष्टुवुः"		"तुष्टुवुः"	"ष्तु1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;अदादिः}"	"ष्तु1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;अदादिः}"	"अभिहित_कर्ता,2.1;सकर्मक"	"अभिहित_कर्ता,2.1;सकर्मक"	"KP"	"ष्तु1या"	"ष्तु1या"
9.1	"स्तुत्यम्"		"स्तुती"	"स्तुत्य{पुं;2;एक}"	"स्तुत्य{पुं;2;एक}"	"कर्म,8.1"	"कर्म,8.1"	"N2"	"प्रशंसा"	"प्रशंसा"
10.1	"अ-"		"अ-वाक्-मनस-गोचरम्"	"अ"	"अ"	"नञ्-तत्पुरुषः,10.2"	"नञ्-तत्पुरुषः,10.2"	"CP"		
10.2	"वाक्-"			"वाक्"	"वाक्"	"द्वन्द्वः,10.3"	"द्वन्द्वः,10.3"	"CP"		
10.3	"मनस-"			"मनस"	"मनस"	"षष्ठी-तत्पुरुषः,10.4"	"षष्ठी-तत्पुरुषः,10.4"	"CP"	"वाङ्मनस-"	"वाङ्मनस-"
10.4	"गोचरम्"		"--"	"गोचर{पुं;2;एक}/गोचर{नपुं;1;एक}/गोचर{नपुं;2;एक}"	"गोचर{पुं;2;एक}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N2"	"दिख"	"दिख"
