index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	शस्त्रेण	7	शस्त्रेण	शस्त्र{नपुं;3;एक}	शस्त्र{नपुं;3;एक}	करणम्,2.1	करणम्,2.1	N3	शस्त्र_के_द्वारा	-	-	-
2.1	रक्ष्यम्	8	रक्ष्यम्	रक्ष्य{नपुं;2;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{नपुं;1;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{पुं;2;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{नपुं;2;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{नपुं;1;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{पुं;2;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}	रक्ष्य{नपुं;1;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}	विशेषणम्,3.1	विशेषणम्,3.1	N1	-	-	-	-
3.1	यत्	9	यदशक्यरक्षम्	यद्{अव्य}	यद्{अव्य}	विशेषणम्,4.2	विशेषणम्,4.2	NA	क्योंकि	-	-	-
4.1	अशक्य-		-	अशक्य	अशक्य	षष्ठ्यर्थ-बहुव्रीहिः,4.2	षष्ठ्यर्थ-बहुव्रीहिः,4.2	CP	-	-	-	-
4.2	रक्ष्यम्		-	रक्ष्य{नपुं;2;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{नपुं;1;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{पुं;2;एक(रक्ष्1;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{नपुं;2;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{नपुं;1;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}/रक्ष्य{पुं;2;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}	रक्ष्य{नपुं;1;एक(रक्ष्1;णिजन्त;यत्;रक्षँ;भ्वादिः)}	विशेषणम्,6.1	विशेषणम्,6.1	N1				-
5.1	न	10	न	न{अव्य}	न{अव्य}	प्रतिषेधः,9.1	प्रतिषेधः,9.1	NA	नहीं	-	-	-
6.1	तत्	11	तद्यशः	तद्{सर्वनाम;नपुं;2;एक}/तद्{सर्वनाम;नपुं;1;एक}	तद्{सर्वनाम;नपुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N1	उस	-	-	-
7.1	यशः		-	यशः{नपुं;2;एक}/यशः{नपुं;1;एक}	यशः{नपुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	यशः_को	-	-	-
8.1	शस्त्र-	12	शस्त्रभृताम्	शस्त्र	शस्त्र	अव्ययीभावः,8.2	अव्ययीभावः,8.2	CP	शस्त्र-भृतों_के	-	-	-
8.2	भृताम्	-	-	भृत्{पुं;6;बहु}/भृत्{नपुं;6;बहु}/भृत्{स्त्री;6;बहु}	भृत्{स्त्री;6;बहु}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1	N6				-
9.1	क्षिणोति	13	क्षिणोति	क्षि2{कर्तरि;लट्;प्र;एक;परस्मैपदी;क्षि;स्वादिः}	क्षि2{कर्तरि;लट्;प्र;एक;परस्मैपदी;क्षि;स्वादिः}	अभिहित_कर्ता,7;सकर्मक.1	अभिहित_कर्ता,7;सकर्मक.1	KP	ध्_क्षि2_प्प्_स्क्ता_है	-	-	-
