"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"अ-"		"अ-मेयः"	"अ-"	"अ-"	"नञ्-तत्पुरुषः,1.2"	"नञ्-तत्पुरुषः,1.2"	"CP"		
1.2	"मेयः"			"मेय{पुं;1;एक}"	"मेय{पुं;1;एक}"	"कर्ता,2.2"	"कर्ता,2.2"	"N1"		
2.1	"मित-"		"मित-लोकः"	"मित"	"मित"	"तृतीया-तत्पुरुषः,2.2"	"तृतीया-तत्पुरुषः,2.2"	"CP"		
2.2	"लोकः"		"--"	"लोक{पुं;1;एक}"	"लोक{पुं;1;एक}"	"विशेषणम्,13.1"	"विशेषणम्,13.1"	"N1"	"लोक"	"लोक"
3.1	"तु"		"तु"	"तु{अव्य}"	"तु{अव्य}"	"सम्बन्धः,2.2"	"सम्बन्धः,2.2"	"NA"	"तो"	"तो"
4.1	"अमन्"		"अमन्"	"अमत्{पुं;1;एक(अम्1;शतृ_लट्;भ्वादिः)}"	"अमत्{पुं;1;एक(अम्1;शतृ_लट्;भ्वादिः)}"	"विशेषणम्,5.1"	"विशेषणम्,5.1"	"N1"	"जाता_हुआ"	"जाता_हुआ"
5.1	"अर्थी"		"अर्थी"	"अर्थिन्{पुं;1;एक}"	"अर्थिन्{पुं;1;एक}"	"विशेषणम्,6.2"	"विशेषणम्,6.2"	"N1"	"याचक"	"याचक"
6.1	"प्रार्थना-"		"प्रार्थना-आवहः"	"प्रार्थना"	"प्रार्थना"	"षष्ठी-तत्पुरुषः,6.2"	"षष्ठी-तत्पुरुषः,6.2"	"CP"	"प्रार्थना-"	"प्रार्थना-"
6.2	"आवहः"		"--"	"आवह{पुं;1;एक}/आङ्_वह्1{कर्तरि{लङ्;म;एक;परस्मैपदी;भ्वादिः}"	"आवह{पुं;1;एक}"	"विशेषणम्,13.1"	"विशेषणम्,13.1"	"N1"	"आवह"	"आवह"
7.1	"अ-"		"अ-जितः"	"अ"	"अ"	"नञ्-तत्पुरुषः,7.2"	"नञ्-तत्पुरुषः,7.2"	"CP"		
7.2	"जितः"			"जित{पुं;1;एक(अज्1;क्त;भ्वादिः)}"	"जित{पुं;1;एक(अज्1;क्त;भ्वादिः)}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N1"	"गया_हुआ"	"गया_हुआ"
8.1	"जिष्णुः"		"जिष्णुः"	"जिष्णु{पुं;1;एक}"	"जिष्णु{पुं;1;एक}"	"कर्म,13.1"	"कर्म,13.1"	"N1"	"सूर्य"	"सूर्य"
9.1	"अत्यन्तम्"		"अत्यन्तम्"	"अत्यन्त{नपुं;1;एक}/अत्यन्त{नपुं;2;एक}"	"अत्यन्त{नपुं;2;एक}"	"कर्म,10.1"	"कर्म,10.1"	"N2"	"अत्यन्त_को"	"अत्यन्त_को"
10.1	"अव्यक्तः"		"अव्यक्तः"	"अव्यक्त{पुं;1;एक}"	"अव्यक्त{पुं;1;एक}"	"विशेषणम्,11.2"	"विशेषणम्,11.2"	"N1"	"विश्णु"	"विश्णु"
11.1	"व्यक्त-"		"व्यक्त-कारणम्"	"व्यक्त"	"व्यक्त"	"षष्ठी-तत्पुरुषः,11.2"	"षष्ठी-तत्पुरुषः,11.2"	"CP"	"व्यक्त-"	"व्यक्त-"
11.2	"कारणम्"		"--"	"कारण{नपुं;1;एक}/कारण{नपुं;2;एक}/कारण{पुं;2;एक}"	"कारण{नपुं;2;एक}"	"विशेषणम्,13.1"	"विशेषणम्,13.1"	"N2"	"कारण"	"कारण"
12.1	"(असि)"		"."	"अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}"	"अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}"	"अभिहित_कर्ता"	"अभिहित_कर्ता"	"KP"	"-"	"-"
13.1	"त्वम्"			"युष्मद्{सर्वनाम;1;एक}"	"युष्मद्{सर्वनाम;1;एक} "	"कर्ता,12.1"	"कर्ता,12.1"	"N1"		
