index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	प्रातः	1	प्रातर्यथोक्तव्रतपारणान्ते	प्रातर्{अव्य}	प्रातर्{अव्य}	कालाधिकरणम्,2.5	कालाधिकरणम्,2.5	NA		
2.1	यथा-			यथा	यथा-	कर्मधारयः,2.2	कर्मधारयः,2.2	CP		
2.2	उक्त-			उक्त	उक्त-	कर्मधारयः,2.3	कर्मधारयः,2.3	CP		
2.3	व्रत-			व्रत	व्रत-	षष्ठी-तत्पुरुषः,2.4	षष्ठी-तत्पुरुषः,2.4	CP		
2.4	पारण-			पारण	पारण-	षष्ठी-तत्पुरुषः,2.5	षष्ठी-तत्पुरुषः,2.5	CP		
2.5	अन्तेे			अन्त{पुं,7,एक}	अन्त{पुं,7,एक}	विशेषणम्,3.1	विशेषणम्,3.1	N7		
3.1	प्रास्थानिकं	2	प्रास्थानिकं	प्रास्थानिक{पुं;2;एक}/प्रास्थानिक{नपुं;1;एक}/प्रास्थानिक{नपुं;2;एक}	प्रास्थानिक{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2		
4.1	स्वस्त्ययनं	3	स्वस्त्ययनं	स्वस्त्ययनं{पुं;2;एक}	स्वस्त्ययनं{पुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2		
5.1	प्रयुज्य	4	प्रयुज्य	प्र_युज्2{अव्य;ल्यप्;रुधादिः}/प्र_युज्1{अव्य{ल्यप्;दिवादिः}	प्र_युज्2{अव्य;ल्यप्;रुधादिः}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	योग्य_हो_कर	योग्य_हो_कर
6.1	तौ	5	तौ	तद्{सर्वनाम;पुं;1;द्वि}/तद्{सर्वनाम;पुं;2;द्वि}	तद्{सर्वनाम;पुं;2;द्वि}	विशेषणम्,7.1	विशेषणम्,7.1	N2	उन	उन
7.1	दंपती	6	दंपती	दम्पति{पुं;1;द्वि}/दम्पति{पुं;2;द्वि}/दम्पती{स्त्री;2;द्वि}/दम्पती{स्त्री;1;द्वि}	दम्पति{पुं;2;द्वि}	कर्म,8.1	कर्म,8.1	N2	दम्पति	दम्पति
8.1	स्वां	7	स्वां	स्वा{स्त्री;2;एक}/स्वा{सर्वनाम;स्त्री;2;एक}	स्वा{स्त्री;2;एक}	सम्बन्धः,10.1	सम्बन्धः,10.1	N2	स्वयं_की	स्वयं_की
9.1	प्रति	8	प्रति	प्रति{अव्य}	प्रति{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	ओर	ओर
10.1	राजधानीं	9	राजधानीं	राजधानी{स्त्री;2;एक}	राजधानी{स्त्री;2;एक}	प्रयोज्यकर्ता,9.1	प्रयोज्यकर्ता,9.1	N2	राजधानी_को	राजधानी_को
11.1	प्रस्थापयामास	10	प्रस्थापयामास	प्र_ष्था1{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	प्र_ष्था1{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	अभिहित_कर्ता,9.1;सकर्मक	KP	विद्यमान_किया	विद्यमान_किया
12.1	वशी	11	वशी	वशि{पुं;1;द्वि}/वशि{पुं;2;द्वि}/वशिन्{पुं;1;एक}/वशि{पुं;8;द्वि}	वशिन्{पुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	जिसने_वश_कर_लिया_है_वह	जिसने_वश_कर_लिया_है_वह
13.1	वसिष्ठः	12	वसिष्ठः	वसिष्ठ{पुं;1;एक}	वसिष्ठ{पुं;1;एक}	प्रयोजककर्ता,11.1	प्रयोजककर्ता,11.1	N1	वसिष्ठ	वसिष्ठ
