"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"hindi_meaning_active"
1.1	"बहुभिः"		"बहुभिः"	"बहु{पुं;3;बहु}/बहु{नपुं;3;बहु}/बहु{स्त्री;3;बहु}"	"बहु{पुं;3;बहु}"	"विशेषणम्,2.2"	"विशेषणम्,2.2"	"N3"	"बहुतों_से"	"बहुतों_से"
2.1	"विटप-"		"विटप-आकारैः"	"विटप"	"विटप"	"बहुव्रीहिः,2.2"	"बहुव्रीहिः,2.2"	"CP"	"विटप-"	"विटप-"
2.2	"आकारैः"		"--"	"आकार{पुं;3;बहु(आङ्_कॄ1;घञ्;तुदादिः)}/आकार{पुं;3;बहु(आङ्_कृ3;घञ्;तनादिः)}/आकार{पुं;3;बहु(अङ्गि_कृ3;घञ्;तनादिः)}/आकार{पुं;3;बहु(आङ्_कृ2;घञ्;स्वादिः)}/आकार{नपुं;3;बहु}"	"आकार{पुं;3;बहु(आङ्_कॄ1;घञ्;तुदादिः)}"	"विशेषणम्,3.3"	"विशेषणम्,3.3"	"N3"	"आकारों_से"	"आकारों_से"
3.1	"दिव्य-"		"दिव्य-आभरण-भूषितैः"	"दिव्य"	"दिव्य"	"कर्मधारयः,3.2"	"कर्मधारयः,3.2"	"CP"	"दिव्य-"	"दिव्य-"
3.2	"आभरण-"		"--"	"आभरण"	"आभरण"	"तृतीया-तत्पुरुषः,3.3"	"तृतीया-तत्पुरुषः,3.3"	"CP"	"आभरण-"	"आभरण-"
3.3	"भूषितैः"		"--"	"भूषित{नपुं;3;बहु(भूष्1;क्त;भ्वादिः)}"	"भूषित{नपुं;3;बहु(भूष्1;क्त;भ्वादिः)}"	"करणम्,5.1"	"करणम्,5.1"	"N3"	"शोभित_हुआ_हुआ"	"शोभित_हुआ_हुआ"
4.1	"आविर्भूतम्"		"आविर्भूतम्"	"भूत{नपुं;1;एक(भू1;क्त;भ्वादिः)}"	"भूत{नपुं;1;एक(भू1;क्त;भ्वादिः)}"	"अभिहित_कर्ता,"	"अभिहित_कर्ता,"	"N1"		
5.1	"अपाम्"		"अपाम्"	"अप्{स्त्री;6;बहु}/पा1{कर्तरि;लुङ्;उ;एक;परस्मैपदी;भ्वादिः}/पा2{कर्तरि;लङ्;उ;एक;परस्मैपदी;अदादिः}"	"अप्{स्त्री;6;बहु}"	"षष्ठीसम्बन्धः,6.1"	"षष्ठीसम्बन्धः,6.1"	"N6"	"पानी_का"	"पानी_का"
6.1	"मध्ये"		"मध्ये"	"मध्य{पुं;7;एक}"	"मध्य{पुं;7;एक}"	"अधिकरणम्,4.1"	"अधिकरणम्,4.1"	"N7"	"मध्य_में"	"मध्य_में"
7.1	"पारिजातम्"		"पारिजातम्"	"पारिजात{पुं;2;एक}"	"पारिजात{पुं;2;एक}"	"कर्म,4.1"	"कर्म,4.1"	"N2"	"पारिजात_को"	"पारिजात_को"
8.1	"इव"		"इव"	"इव{अव्य}"	"इव{अव्य}"	"उपमान_द्योतकः,4.1"	"उपमान_द्योतकः,4.1"	"NA"	"जैसे"	"जैसे"
9.1	"अपरम्"		"अपरम्"	"अपर{पुं;2;एक}/अपर{नपुं;1;एक}/अपर{नपुं;2;एक}/अपर{सर्वनाम;पुं;2;एक}/अपर{सर्वनाम;नपुं;1;एक}/अपर{सर्वनाम;नपुं;2;एक}"	"अपर{पुं;2;एक}"	"विशेषणम्,7.1"	"विशेषणम्,7.1"	"N2"	"दूसरे_को"	"दूसरे_को"
