index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	अथ		अथ	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	ऐसा	ऐसा
2.1	अग्र्य-		अग्र्य-महिषी	अग्र्य	अग्र्य	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	अग्र्य-	अग्र्य-
2.2	महिषी		--	महिषी{स्त्री;1;एक}	महिषी{स्त्री;1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1	रानी	रानी
3.1	राज्ञः		राज्ञः	राजन्{पुं;2;बहु}/राजन्{पुं;5;एक}/राजन्{पुं;6;एक}	राजन्{पुं;6;एक}	षष्ठीसम्बन्धः,4.2	षष्ठीसम्बन्धः,4.2	N6	राजा_के	राजा_के
4.1	प्रसूति-		प्रसूति-समये	प्रसूति	प्रसूति	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	प्रसूति-	प्रसूति-
4.2	समये		--	समय{पुं;7;एक}/समय{नपुं;8;द्वि}/समय{नपुं;1;द्वि}/समय{नपुं;2;द्वि}/समय{नपुं;7;एक}/समया{स्त्री;8;एक}/समया{स्त्री;8;द्वि}/समया{स्त्री;1;द्वि}/समया{स्त्री;2;द्वि}	समय{पुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7	समय_में	समय_में
5.1	सती		सती	सती{स्त्री;1;एक}/सती{स्त्री;1;एक(अस्2;शतृ_लट्;अदादिः)}	सती{स्त्री;1;एक(अस्2;शतृ_लट्;अदादिः)}	वर्तमानसमानकालः,8.1	वर्तमानसमानकालः,8.1	N1	सती	सती
6.1	पुत्रम्		पुत्रम्	पुत्र{पुं;2;एक}	पुत्र{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	पुत्र_को	पुत्र_को
7.1	तम-		तम-अपहम्	तम	तम	उपपद-तत्पुरुषः,7.2	उपपद-तत्पुरुषः,7.2	CP	तम-	तम-
7.2	अपहम्		--	अपह{पुं;2;एक}/अपह{नपुं;1;एक}/अपह{नपुं;2;एक}	अपह{नपुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	अपह	अपह
8.1	लेभे		लेभे	लभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/लभ्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/लभ्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/लभ्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}	लभ्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अभिहित_कर्ता,7.2;सकर्मक	अभिहित_कर्ता,7.2;सकर्मक	KP	प्राप्त_हुआ	प्राप्त_हुआ
9.1	नक्तम्		नक्तम्	नक्तम्{अव्य}/नक्त{नपुं;1;एक}/नक्त{नपुं;2;एक}	नक्त{नपुं;2;एक}	सम्बन्धः,8.1	सम्बन्धः,8.1	N2	नक्त_को	नक्त_को
10.1	ज्योतिः		ज्योतिः	ज्योतिस्{नपुं;1;एक}/ज्योतिस्{नपुं;2;एक}/ज्योतिस्{नपुं;8;एक}	ज्योतिस्{नपुं;2;एक}	उपमानम्,9.1	उपमानम्,9.1	N2	ज्योति_को	ज्योति_को
11.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,10.1	उपमान_द्योतकः,10.1	NA	जैसे	जैसे
12.1	ओषधिः		ओषधिः	ओषधि{स्त्री;1;एक}	ओषधि{स्त्री;1;एक}	उपमानम्,7.2	उपमानम्,7.2	N1	ओषधि	ओषधि
