index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अन्तः-	7	अन्तर्गतम्	अन्तर्गत	अन्तः-	अव्ययीभावः,1.2	अव्ययीभावः,1.2	CP	-	-	-	-
1.2	गतम्	-	-	गत{पुं;2;एक(गम्1;क्त;भ्वादिः)}	गत{पुं;2;एक(गम्1;क्त;भ्वादिः)}	विशेषणम्,8.1	विशेषणम्,8.1	N2				-
2.1	प्राण-	8	प्राणभृताम्	प्राण	प्राण	द्वितीया-तत्पुरुषः,2.2	द्वितीया-तत्पुरुषः,2.2	CP	प्राण-भृतों_का	-	-	-
2.2	भृताम्	-	-	भृत्{पुं;6;बहु}/भृत्{नपुं;6;बहु}/भृत्{स्त्री;6;बहु}	भृत्{पुं;6;बहु}	षष्ठीसम्बन्धः,1.2	षष्ठीसम्बन्धः,1.2	N6				-
3.1	हि	9	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	-	-	-	-
4.1	वेद	10	वेद	विद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;विदँ;अदादिः}/विद्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;विदँ;अदादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP	-	-	-	-
6.1	सर्वम्	11	सर्वम्	सर्व{सर्वनामपुं2एक}/सर्व{सर्वनामनपुं1एक}/सर्व{सर्वनामनपुं2एक}	सर्व{सर्वनामन;पुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2	-	-	-	-
7.1	भवान्	12	भवान्भावमतोऽभिधास्ये	भव{पुं;2;बहु}/भवत्{सर्वनामपुं;1;एक}	भवत्{सर्वनाम;पुं;1;एक}	कर्ता,4.1	कर्ता,4.1	N1	-	-	-	-
8.1	भावम्	-	-	भाव{पुं;2;एक}	भाव{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	भाव_को	-	-	-
9.1	अतः	-	-	अतः{अव्य}	अतः{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	-	-	-	-
10.1	अभिधास्ये	-		अभि_धा1{कर्तरि;लृट्;उ;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}	अभि_धा1{कर्तरि;लृट्;उ;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	प्रसिद्ध_करूँगा	-	-	-
11.1	(अहम्)	-	(-)	अस्मद्{सर्वनामअ;1;एक;}	अस्मद्{सर्वनामअ;1;एक;}	कर्ता,10.1	कर्ता,10.1	N1	-	-	-	-
