index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथ	1	अथान्धकारं	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,2.2	सम्बन्धः,2.2	NA	और	-	-	-
2.1	भूतेश्वर-	8	भूतेश्वरपार्श्ववर्ती	भूतेश्वर	भूतेश्वर	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	पार्श्ववर्ति-सेवक	-	-	-
2.2	पार्श्ववर्ती	-	-	पार्श्ववर्तिन्{पुं1एक}	पार्श्ववर्तिन्{पुं1एक}	विशेषणम्,4.1	विशेषणम्,4.1	NA				-
3.1	सः	7	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	वह	-	-	-
4.1	(मृगेन्द्रः)	-	(मृगेन्द्रः)	मृगेन्द्र{पुं;1;एक}	मृगेन्द्र{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	सिंह	-	-	-
5.1	गिरि-	2	गिरिगह्वराणां	गिरेः	गिरेः	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	गिरेः-गह्वराओं_के	-	-	-
5.2	गह्वराणाम्	-	-	गह्वर{पुं;6;बहु}/गह्वर{नपुं;6;बहु}/गह्वरा{स्त्री;6;बहु}	गह्वरा{स्त्री;6;बहु}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1	N6				-
6.1	(गतवान्)	-	(गतवान्)	गतवत्{पुं;1;एक(गम्1;क्तवतु;गमॢँ;भ्वादिः)}	गतवत्{पुं;1;एक(गम्1;क्तवतु;गमॢँ;भ्वादिः)}	अभिहित_कर्ता,	अभिहित_कर्ता,	N1	गया	-	-	-
7.1	अन्धकारं		-	अन्धकार{पुं;2;एक}/अन्ध-कार{पुं;2;एक}	अन्ध-कार{नपुं;2;एक}	कर्म,10.1	कर्म,10.1	N2	अन्ध	-	-	-
8.1	दंष्ट्रा-	3	दंष्ट्रामयूखैः	दंष्ट्रा	दंष्ट्रा	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	बड्Zआ_दाँत-मयूखों_से	-	-	-
8.2	मयूखैः	-	-	मयूख{पुं;3;बहु}/मयूख{नपुं;3;बहु}	मयूख{नपुं;3;बहु}	करणम्,9.1	करणम्,9.1	N3				-
9.1	शकलानि	4	शकलानि	शकल{नपुं;1;बहु}/शकल{नपुं;2;बहु}/शकल{नपुं;8;बहु}	शकल{नपुं;2;बहु}	कर्मसमानाधिकरणम्,10.1	कर्मसमानाधिकरणम्,10.1	N2	शकलों_को	-	-	-
10.1	कुर्वन्	5	कुर्वन्	कुर्वत्{पुं;8;एक}/कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;तनादिः)}	कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;तनादिः)}	वर्तमानसमानकालः,6.1	वर्तमानसमानकालः,6.1	N1	करता_हुआ	-	-	-
