index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	वसिष्ठ-	1	वसिष्ठधेनोरनुयायिनं	वसिष्ठ	वसिष्ठ	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	वसिष्ठ	-	-	-
1.2	धेनोः	-		धेनु{स्त्री;5;एक}/धेनु{स्त्री;6;एक}	धेनु{स्त्री;6;एक}	षष्ठीसम्बन्धः,2.2	षष्ठीसम्बन्धः,2.2	N6	गाय_का	-	-	-
2.1	अनुया-	-		अनुया	अनुया	प्रादि-तत्पुरुषः,2.2	प्रादि-तत्पुरुषः,2.2	CP	अनुया-इन	-	-	-
2.2	इनम्	-		इन{पुं;2;एक}/इन{नपुं;1;एक}/इन{नपुं;2;एक}	इन{नपुं;2;एक}	विशेषणम्,4.2	विशेषणम्,4.2	N2				-
3.1	तम्	-	तमावर्तमानं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,4.2	विशेषणम्,4.2	N2	उस	-	-	-
4.1	आवर्तम्-	-		आवर्तम्	आवर्तम्	कर्मधारय-तत्पुरुषः,4.2	कर्मधारय-तत्पुरुषः,4.2	CP	आवर्तम्-आन_को	-	-	-
4.2	आनम्	-		आन{पुं;2;एक}/अन्1{कर्तरि;लङ्;उ;एक;परस्मैपदी;अनँ;अदादिः}/आन{नपुं;1;एक}/आन{नपुं;2;एक}	आन{पुं;2;एक}	कर्म,7.1	कर्म,7.1	N2				-
5.1	वन-	-	वनान्तात्	वन	वन	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	वन-अन्त_से	-	-	-
5.2	अन्तात्	-		अन्त{पुं;5;एक}/अन्त{नपुं;5;एक}	अन्त{नपुं;5;एक}	हेतुः,6.1	हेतुः,6.1	N5				-
6.1	वनिता	-	वनिता	वनिता{स्त्री;1;एक}	वन्{स्त्री;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	मागेगा	-	-	-
7.1	(अपश्यत्)			{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP				
