index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	मान्यः	1	मान्यः	मान्य{पुं;1;एक(मन्1;ण्यत्;मनँ;दिवादिः)}/मान्य{पुं;1;एक(मन्2;ण्यत्;मनुँ;तनादिः)}/मान्य{पुं;1;एक(मान्2;यत्;मानँ;चुरादिः)}/मान्य{पुं;1;एक(मन्3;यत्;मनँ;चुरादिः)}	मान्य{पुं;1;एक(मन्3;यत्;मनँ;चुरादिः)}	कर्ता,6.1	कर्ता,6.1	N1	आदरणीय	-	-	-
2.1	सः	2	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	वह	-	-	-
3.1	मे	3	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,1.1	N6	मेरे_लिये	-	-	-
4.1	स्थावर-	4	स्थावरजङ्गमानां	स्थावर	स्थावर	इतरेतर-द्वन्द्वः,4.2	इतरेतर-द्वन्द्वः,4.2	CP	अचल-जङ्गमाओं_का	-	-	-
4.2	जङ्गमानां	-	-	जङ्गम{पुं;6;बहु}/जङ्गम{नपुं;6;बहु}/जङ्गमा{स्त्री;6;बहु}	जङ्गमा{स्त्री;6;बहु}	षष्ठीसम्बन्धः,5.4	षष्ठीसम्बन्धः,5.4	N6				-
5.1	सर्ग-	5	सर्गस्थितिप्रत्यवहारहेतुः	सर्ग	सर्ग	इतरेतर-द्वन्द्वः,5.2	इतरेतर-द्वन्द्वः,5.2	CP	उत्पत्ति,स्थितिऔरप्रलयकेकारण	-	-	-
5.2	स्थिति-	-	-	स्थिति	स्थिति	इतरेतर-द्वन्द्वः,5.3	इतरेतर-द्वन्द्वः,5.3	CP				-
5.3	प्रत्यवहार-	-	-	प्रत्यवहार	प्रत्यवहार	षष्ठी-तत्पुरुषः,5.4	षष्ठी-तत्पुरुषः,5.4	CP				-
5.4	हेतुः	-	-	हेतु;पुं;1;एक}	हेतु{पुं;1;एक}	कर्ता,3.1	कर्ता,3.1	N1				-
6.1	(अस्ति)	-	(-)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	है	-	-	-
