index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	नर-	8	नरपतिकुलभूत्यै	नर	नर	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	नर-	नर-
1.2	पति-		--	पति	पति	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	पति-	पति-
1.3	कुल-		--	कुल	कुल	षष्ठी-तत्पुरुषः,1.4	षष्ठी-तत्पुरुषः,1.4	CP	कुल-	कुल-
1.4	भूत्यै		--	भूति{स्त्री;4;एक}	भूति{स्त्री;4;एक}	प्रयोजनम्,2.1	प्रयोजनम्,3.1	N4	कल्याण_को	कल्याण_को
2.1	गर्भम्	9	गर्भमाधत्त	गर्भ{पुं;2;एक}	गर्भ{पुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	गर्भ	गर्भ
3.1	आधत्त			आङ्_धा1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	आङ्_धा1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	अभिहित_कर्ता	-अभिहित_कर्ता	KP	रखा	रखा
4.1	राज्ञी	10	राज्ञी	राज्ञी{स्त्री;1;एक}	राज्ञी{स्त्री;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	रानी	रानी
5.1	गुरुभिः	11	गुरुभिरभिनिविष्टं	गुरु{पुं;3;बहु}/गुरु{नपुं;3;बहु}	गुरु{पुं;3;बहु}	कर्ता,6.1	कर्ता,6.1	N3	गुरुओं_से	गुरुओं_से
6.1	अभिनिविष्टम्			अभिनिविष्ट{पुं;2;एक(अभि_नि_विश्1;क्त;तुदादिः)}/अभिनिविष्ट{नपुं;1;एक(अभि_नि_विश्1;क्त;तुदादिः)}/अभिनिविष्ट{नपुं;2;एक(अभि_नि_विश्1;क्त;तुदादिः)}	अभिनिविष्ट{पुं;2}	विशेषणम्,2.1	अभिहित_कर्ता,	N2	अभि_नि_विश्1या_हुए	अभि_नि_विश्1या_हुए
7.1	लोक-	12	लोकपालानुभावैः	लोक	लोक	उपपद-तत्पुरुषः,7.2	उपपद-तत्पुरुषः,7.2	CP	लोक-	लोक-
7.2	पाल-		--	पाल	पाल	षष्ठी-तत्पुरुषः,7.3	षष्ठी-तत्पुरुषः,7.3	CP	पाल-	पाल-
7.3	अनुभावैः		--	अनुभाव{पुं;3;बहु}/अनुभाव{नपुं;3;बहु}	अनुभाव{पुं;3;बहु}	विशेषणम्,5.1	विशेषणम्,5.1	N3	अनुभावों_से	अनुभावों_से
