index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	नमः		नमः	नमः{अव्य}	नमः{अव्य}	अभिहित_कर्ता	अभिहित_कर्ता	NA	नमस्कार	नमस्कार
2.1	विश्व-		विश्व-सृजे	विश्व	विश्व	उपपद-तत्पुरुषः,2.2	उपपद-तत्पुरुषः,2.2	CP	विश्व-	विश्व-
2.2	सृजे		--	स्रज्{स्त्री;4;एक}	स्रज्{स्त्री;4;एक}	प्रयोजनम्,1.1	प्रयोजनम्,1.1	N4	-	-
3.1	पूर्वम्		पूर्वम्	पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}	पूर्व{पुं;2;एक}	कर्म,2.2	कर्म,2.2	N2	पूर्व_को	पूर्व_को
4.1	विश्वम्		विश्वम्	विश्व{पुं;2;एक}/विश्व{नपुं;1;एक}/विश्व{नपुं;2;एक}/विश्व{सर्वनाम;पुं;2;एक}	विश्व{पुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	विश्व_को	विश्व_को
5.1	तदनु		तदनु	तदनु{अव्य}	तदनु{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	बाद	बाद
6.1	बिभ्रते		बिभ्रते	भृ2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जुहोत्यादिः}/बिभ्रत्{पुं;4;एक(भृ2;शतृ_लट्;जुहोत्यादिः)}/बिभ्रत्{नपुं;4;एक(भृ2;शतृ_लट्;जुहोत्यादिः)}	भृ2{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जुहोत्यादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	धारण_करते_हैं	धारण_करते_हैं
7.1	अथ		अथ	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ऐसा	ऐसा
8.1	विश्वस्य		विश्वस्य	विश्व{पुं;6;एक}/विश्व{नपुं;6;एक}/विश्व{सर्वनाम;पुं;6;एक}/विश्व{सर्वनाम;नपुं;6;एक}/वि_श्वस्1{अव्य{ल्यप्;अदादिः}	विश्व{पुं;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	विश्व_का	विश्व_का
9.1	संहर्त्रे		संहर्त्रे	संहर्तृ{पुं;4;एक(सम्_हृ1;तृच्;भ्वादिः)}/संहर्तृ{नपुं;4;एक(सम्_हृ1;तृच्;भ्वादिः)}/संहर्तृ{पुं;4;एक(सम्_हृ2;तृच्;जुहोत्यादिः)}/संहर्तृ{नपुं;4;एक(सम्_हृ2;तृच्;जुहोत्यादिः)}	संहर्तृ{पुं;4;एक(सम्_हृ1;तृच्;भ्वादिः)}	प्रयोजनम्,1.1	प्रयोजनम्,1.1	N4	विनाशक_नष्ट_करने_वाले_को	विनाशक_नष्ट_करने_वाले_को
10.1	तुभ्यम्		तुभ्यम्	युष्मद्{सर्वनाम;4;एक}	युष्मद्{सर्वनाम;4;एक}	प्रयोजनम्,1.1	प्रयोजनम्,1.1	N4	तुम्हें	तुम्हें
11.1	त्रेधा		त्रेधा	त्रेधा{अव्य}	त्रेधा{अव्य}	सम्बन्धः,12.2	सम्बन्धः,12.2	NA	त्रेधा	त्रेधा
12.1	स्थित-		स्थित-आत्मने	स्थित(ष्था1;क्त;भ्वादिः)	स्थित(ष्था1;क्त;भ्वादिः)	बहुव्रीहिः,12.2	बहुव्रीहिः,12.2	CP		
12.2	आत्मने		--	आत्मन्{पुं;4;एक}	आत्मन्{पुं;4;एक}	प्रयोजनम्,1.1	प्रयोजनम्,1.1	N4	आत्मा_को	आत्मा_को
