index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	पुरस्तात्	7	धनमाहिताग्नेर्नश्यत्पुरस्तादनुपेक्षणीयम्	पुरस्तात्{अव्य}	पुरस्तात्{अव्य}	अधिकरणम्,2.1	अधिकरणम्,2.1	NA	परसामने	-	-	-
2.1	नश्यत्	-	-	नश्यत्{नपुं;1;एक(णश्1;शतृ_लट्;दिवादिः)}	नश्यत्{नपुं;1;एक(णश्1;शतृ_लट्;दिवादिः)}	वर्तमानसमानकालः,8.1	वर्तमानसमानकालः,8.1	N1	नष्टहोताहुआ	-	-	-
3.1	आहित-	-	-	आहित	आहित	तृतीयार्थ-बहुव्रीहिः,3.2	तृतीयार्थ-बहुव्रीहिः,3.2	CP	अग्निहोत्री	-	-	-
3.2	अग्नेः	-	-	अग्नि{पुं;6;एक}	अग्नि{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6				-
4.1	गुरोः	6	गुरोरपीदं	गुरु{पुं;5;एक}/गुरु{पुं;6;एक}	गुरु{पुं;6;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N6	गुरुका	-	-	-
5.1	इदं	-	-	इदम्{सर्वनाम;नपुं;1;एक}/इदम्{सर्वनाम;नपुं;2;एक}	इदम्{सर्वनाम;नपुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	यह	-	-	-
6.1	धनम्		-	धन{नपुं;1;एक}	धन{नपुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	धन			
7.1	अपि	-	-	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	भी	-	-	-
8.1	अन्-उपेक्षणीयम्	-	-	अन्-उपेक्षणीय{नपुं;1;एक}	अन्-उपेक्षणीय{नपुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1				-
9.1	[अस्ति]	-	-	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	है	-	-	-
