index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	महर्षेः	4	महर्षेर्विश्राणनाच्चान्यपयस्विनीनाम्	महर्षि{पुं;5;एक}/महर्षि{पुं;6;एक}	महर्षि{पुं;6;एक}	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,2.1	N6	महर्षि_की	-	-	-
2.1	अनुनयः	-	-	अनुनय{पुं;1;एक}	अनुनय{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	प्रार्थना	-	-	-
3.1	च	-	-	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	भी	-	-	-
4.1	अन्य-	-	-	अन्य	अन्य	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	अन्य-पयस्विनियों_के	-	-	-
4.2	पयस्विनीनाम्	-	-	पयस्विनी{स्त्री;6;बहु}	पयस्विनी{स्त्री;6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6				-
5.1	विश्राणनात्	-	-	विश्राणन{नपुं;5;एक}	विश्राणन{नपुं;5;एक}	हेतुः,8.1	हेतुः,8.1	N5	प्रदान_करने_से	-	-	-
6.1	कथं	1	कथं	कथम्{अव्य}	कथम्{अव्य}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	NA	कैसे	-	-	-
7.1	नु	2	नु	नु{अव्य}	नु{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	नु	-	-	-
8.1	शक्यः	3	शक्योऽनुनयो	शक्य{पुं;1;एक(शक्3;यत्;शकॢँ;स्वादिः)}	शक्य{पुं;1;एक(शक्3;यत्;शकॢँ;स्वादिः)}	कर्तृसमानाधिकरणम्,9.1	कर्तृसमानाधिकरणम्,9.1	N1	-	-	-	-
9.1	(भवति)	-	(-)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः}	अभिहित_कर्ता,2.1	अभिहित_कर्ता,2.1	KP	होती_है	-	-	-
