index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	rAjan			rAjan{puM;8;eka}/rAjaw{puM;1;eka(rAj1;Sawq_lat;rAjqz;:BvAxiH)}	rAjan{puM;8;eka}	samboXyaH,16	rAjA					
2	XarmajFA	3	XarmajFA	XarmajFA{swrI;1;eka}	XarmajFA{swrI;1;eka}	viSeRaNam,3	XarmajFA					
3	gAnXArI	1	gAnXArI	gAnXArI{swrI;1;eka}/gAnXAri{puM;1;xvi}/gAnXAri{puM;2;xvi}/gAnXAri{puM;8;xvi}	gAnXArI{swrI;1;eka}	karwA,10	gAnXArI					
4	wu	2	wveva	wu{avya}	wu{avya}	sambanXaH,3	wo					
5	manasA	4	manasoxvahawI	manas{napuM;3;eka}/manasA{swrI;1;eka}	manas{napuM;3;eka}	karaNam,10	mana_se					
6	eva			eva{avya}	eva{avya}	sambanXaH,5	hI					
7	BqSam	5	BqSam	BqSam{avya}/BqSa{napuM;1;eka}/BqSa{napuM;2;eka}	BqSam{avya}	kriyAviSeRaNam,9						
8	uxvahawI			uxvahawI{swrI;1;eka(vah1;Sawq_lat;vahaz;:BvAxiH)}	uxvahawI{swrI;1;eka(vah1;Sawq_lat;vahaz;:BvAxiH)}	varwamAnasamAnakAlaH,16	uTAwI_huI					
9	xuHKAni	6	xuHKAnyavArayaxrAjanmEvamiwyeva	xuHKa{napuM;1;bahu}/xuHKa{napuM;2;bahu}/xuHKa{napuM;8;bahu}	xuHKa{napuM;1;bahu}	karma,10	xuHKa					
10	avArayaw			vq3{karwari;laf;pra;eka;parasmEpaxI;vqF;:curAxiH}/vq1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;vqF;:svAxiH}/vq2{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;vqf;:kryAxiH}/vq3{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;vqF;:curAxiH}/vQ1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;vQF;:kryAxiH}	vq3{karwari;laf;pra;eka;parasmEpaxI;vqF;:curAxiH}	samucciwaH,16	sevA_kI					
11	mA			mA{avya}/asmax{sarvanAma;2;eka}	mA{avya}	prawiReXaH,18						
12	evam			evam{avya}	evam{avya}	kriyAviSeRaNam,18	EsA					
13	iwi			iwi{avya}	iwi{avya}	vAkyakarma_xyowakaH,18	EsA					
14	eva			eva{avya}	eva{avya}	sambanXaH,8	hI					
15	ca	7	cAbravIw	ca{avya}	ca{avya}	samuccaya_xyowakaH,16	Ora					
16	abravIw			brU1{karwari;laf;pra;eka;parasmEpaxI;brUF;:axAxiH}	brU1{karwari;laf;pra;eka;parasmEpaxI;brUF;:axAxiH}	aBihiwa_karwA,17;sakarmaka	kahA					
17	(gAnXArI)			gAnXArI{swrI;1;eka}/gAnXAri{puM;1;xvi}/gAnXAri{puM;2;xvi}/gAnXAri{puM;8;xvi}	gAnXArI{swrI;1;eka}	karwA,16	gAnXArI					
18	(kuru)				kq3{karwari;lot;ma;eka;parasmEpaxI;dukqF;:wanAxiH}	vAkyakarma,16						
