index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	स्पर्शान्	2	स्पर्शान्कृत्वा	स्पर्श{पुं}{2;बहु}	स्पर्श{पुं}{2;बहु}	कर्म,2	विषयभोगों_को	एद्टेर्नल्_सेन्से_ओब्जेच्ट्स्,_सुच्ह्_अस्_सोउन्ड्,_एट्च्				
2	कृत्वा	5	0	कृ1{कृत्_प्रत्ययः:क्त्वा;कृञ्;भ्वादिः}/कृ2{कृत्_प्रत्ययः:क्त्वा;कृञ्;स्वादिः}/कृ3{कृत्_प्रत्ययः:क्त्वा;डुकृञ्;तनादिः}	कृ3{कृत्_प्रत्ययः:क्त्वा;डुकृञ्;तनादिः}	पूर्वकालः,18.1	निकालकर	केएपिन्ग्				
3	बहिः	3	बहिर्बाह्यांश्चक्षुश्चैवान्तरे	बहिः{अव्य}	बहिः{अव्य}	अधिकरणम्,2	बाहर	एद्टेर्नल्				
4	बाह्यान्	1	0	बाह्य{पुं}{2;बहु}	बाह्य{पुं}{2;बहु}	विशेषणम्,1	बाहर_के	उन्नेचेस्सर्य्				
5	चक्षुः	7	0	चक्षु{पुं}{1;एक}/चक्षुस्{नपुं}{1;एक}/चक्षुस्{नपुं}{2;एक}/क्षै1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;क्षै;भ्वादिः}	चक्षुस्{नपुं}{2;एक}	कर्म,9.1	नेत्रों_की_दृष्टि_को	एयेस्				
6	च	6	0	च{अव्य}	च{अव्य}	सम्बन्धः,9.1	और	अल्सो				
7	एव	4	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,6	ही	चेर्टइन्ल्य्				
8	अन्तरे	9	0	अन्तरे{अव्य}/अन्तर{पुं}{7;एक}/अन्तर{नपुं}{1;द्वि}/अन्तर{नपुं}{2;द्वि}/अन्तर{नपुं}{7;एक}/अन्तर{नपुं}{1;द्वि}/अन्तर{नपुं}{2;द्वि}/अन्तरा{स्त्री}{1;द्वि}/अन्तरा{स्त्री}{2;द्वि}/अन्तरा{स्त्री}{1;द्वि}/अन्तरा{स्त्री}{2;द्वि}	अन्तर{नपुं}{7;एक}	अधिकरणम्,9.1	बीच_में	तिट्हिन्				
9	भ्रुवोः	8	भ्रुवोः	भ्रू{स्त्री}{6;द्वि}/भ्रू{स्त्री}{7;द्वि}	भ्रू{स्त्री}{6;द्वि}	षष्ठीसम्बन्धः,8	भृकुटी_के	ओङ्_ट्हे_एयेब्रोत्स्				
9.1	(कृत्वा)	10	(0)	(कृ1{कृत्_प्रत्ययः:क्त्वा;कृञ्;भ्वादिः}/कृ2{कृत्_प्रत्ययः:क्त्वा;कृञ्;स्वादिः}/कृ3{कृत्_प्रत्ययः:क्त्वा;डुकृञ्;तनादिः})	(कृ3{कृत्_प्रत्ययः:क्त्वा;डुकृञ्;तनादिः})	पूर्वकालः,18.1	(करके)	केएपिन्ग्				
10	प्राण-अपानौ	12	प्राणापानौ	प्राण-अपान{पुं}{1;द्वि}/अपान{पुं}{2;द्वि}	प्राण-अपान{पुं}{2;द्वि}	कर्म,12	प्राण_और_अपानवायु_को	उप्_अन्ड्_डोत्न्-मोविन्ग्_अइर्	<प्राण-अपानौ>ढि			
