@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	rAma-AxeSAw	1	 rAmAxeSAw	rAma-AxeSa{puM;5;eka(rAma-xiS1;GaF;xiSaz;:wuxAxiH)}	rAma-AxeSa{puM;5;eka(rAma-xiS1;GaF;xiSaz;:wuxAxiH)}	apAxAnam,2	rAma-AxeSa_se	-	-	-	-	-
2	anugawA	2	anugawA	anuga{wal;swrI;1;eka}/anugawA{swrI;1;eka(gam1;kwa;gamLz;:BvAxiH)}	anuga{wal;swrI;1;eka}	viSeRaNam,3	anuga	-	-	-	-	-
3	senA	3	senA	senA{swrI;1;eka}	senA{swrI;1;eka}	karwA,11	senA	-	-	-	-	-
4	wasya	4	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	viSeRaNam,5	usakA	-	-	-	-	-
5	aXyayana-arWasya	7	aXyayanArWasya	i2{lyut;if;:axAxiH}/i4{lyut;ik;:axAxiH-arWa;napuM;6;eka}/arWa{puM;6;eka}	aXi_i4lyut;ik;:axAxiH-arWa;puM;6;eka}	RaRTIsambanXaH,6	-	-	-	-	-	-
6	XAwoH	8	XAworaXirivABavaw	XAwu{puM;5;eka}/XAwu{puM;6;eka}	XAwu{puM;5;eka}	apAxAnam,8	XAwu_se	-	-	-	-	-
7	paScAw	6	paScAw	paScAw{avya}	paScAw{avya}	aXikaraNam,8	bAxa_meM	-	-	-	-	-
8	aXiH	-	-	aXiH}	aXiH{avya}	upamAnam,9	-	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
10	arWa-sixXaye	5	arWasixXaye	arWa-sixXi{swrI;4;eka}/sixXi{puM;4;eka}	arWa-sixXi{swrI;4;eka}	prayojanam,11	arWa-pUrNawA_ko	-	-	-	-	-
11	aBavaw	-	-	BU1{karwari;laf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;laf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	huA	-	-	-	-	-
