@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	svar-gAminaH	-	svargAminaH	svar-gAmin{puM;1;bahu}/gAmin{puM;2;bahu}/gAmin{puM;5;eka}/gAmin{puM;6;eka}/gAmin{napuM;5;eka}/gAmin{napuM;6;eka}/gAmin{puM;8;bahu}	svar-gAmin{napuM;6;eka}	viSeRaNam,2	svar-gAmin	-	-	-	-	-
2	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;napuM;6;eka}	RaRTIsambanXaH,3	usake	-	-	-	-	-
3	amAwya-vargaH	-	amAwyavargaH	amAwya-varga{puM;1;eka}	amAwya-varga{puM;1;eka}	karwA,13	amAwya-varga_ne	-	-	-	-	-
4	anAWa-xInAH	-	anAWaxInAH	anAWa-xIna{puM;1;bahu(anAWa-xI1;kwa;xIf;:xivAxiH)}/anAWa-xInA{swrI;1;bahu(xI1;kwa;xIf;:xivAxiH)}/anAWa-xInA{swrI;2;bahu(xI1;kwa;xIf;:xivAxiH)}	anAWa-xInA{swrI;2;bahu(anAWa-xI1;kwa;xIf;:xivAxiH)}	viSeRaNam,5	anAWa-xIna	-	-	-	-	-
5	prakqwIH	-	prakqwIH	prakqwi{swrI;2;bahu}	prakqwi{swrI;2;bahu}	karma,6	prakqwi	-	-	-	-	-
6	avekRya	-	avekRya	IkR1{avya;lyap;IkRaz;:BvAxiH}	ava_IkR1{avya;lyap;IkRaz;:BvAxiH}	pUrvakAlaH,13	xeKa_kara	-	-	-	-	-
7	kula-wanwum	-	kulawanwum	kula-wanwu{puM;2;eka}	kula-wanwu{puM;2;eka}	viSeRaNam,9	kula-wanwu	-	-	-	-	-
8	ekaM	-	ekaM	eka{saMKyeyam;puM;2;eka}/eka{saMKyeyam;napuM;1;eka}/eka{saMKyeyam;napuM;2;eka}	eka{saMKyeyam;puM;2;eka}	viSeRaNam,9	eka	-	-	-	-	-
9	wam	-	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,13	usako	-	-	-	-	-
10	EkamawyAw	-	EkamawyAw	Ekamawya{napuM;5;eka}	Ekamawya{napuM;5;eka}	hewuH,13	ekamawawe_se	-	-	-	-	-
11	viXivaw	-	viXivaw	viXi{avya;vaw}	viXi{avya;vaw}	kriyAviSeRaNam,13	viXi_vaw	-	-	-	-	-
12	sAkewa-nAWaM	-	sAkewanAWam	sAkewa-nAWa{puM;2;eka}/nAWa{napuM;1;eka}/nAWa{napuM;2;eka}	sAkewa-nAWa{napuM;2;eka}	karmasamAnAXikaraNam,13	sAkewa-nAWa_ko	-	-	-	-	-
13	cakAra	-	cakAra	kq1{karwari;lit;u;eka;parasmEpaxI;kqF;:BvAxiH}/kq1{karwari;lit;pra;eka;parasmEpaxI;kqF;:BvAxiH}/kq2{karwari;lit;u;eka;parasmEpaxI;kqF;:svAxiH}/kq2{karwari;lit;pra;eka;parasmEpaxI;kqF;:svAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;dukqF;:wanAxiH}/kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ2{karwari;lit;u;eka;parasmEpaxI;kQF;:kryAxiH}/kQ2{karwari;lit;pra;eka;parasmEpaxI;kQF;:kryAxiH}/ca-kAra{puM;8;eka}	kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}	aBihiwa_karwA,3;sakarmaka	kiyA	-	-	-	-	-
