@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasya	1	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	viSeRaNam,11	usake	-	-	-	-	-
2	xvipAnAM	2	xvipAnAM	xvipa{puM;6;bahu}	xvipa{puM;6;bahu}	RaRTIsambanXaH,3	xvipoM_ke	-	-	-	-	-
3	maxa-vAri-sekAw	3	maxavArisekAwKuraaBiGAwAcca	maxa-vAri-seka{puM;5;eka}/seka{napuM;5;eka}	maxa-vAri-seka{napuM;5;eka}	sup_samucciwaH,5	kaswUrI-jala-CidZakane_se	-	-	-	-	-
4	wurafgamANAm	4	wurafgamANAm	wurafgama{puM;6;bahu}	wurafgama{puM;6;bahu}	RaRTIsambanXaH,5	wurafgamoM_ke	-	-	-	-	-
5	Kura-aBi-GAwAw	-	-	Kura-aBi-GAwa{puM;5;eka}/GAwa{napuM;5;eka}	Kura-aBi-GAwa{napuM;5;eka}	hewuH,10	jAfgama_xravya-aBi-GAwa_se	-	-	-	-	-
6	ca	-	-	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,5	Ora	-	-	-	-	-
7	reNuH	5	reNuH	reNu{puM;1;eka}/raN1{karwari;lit;pra;bahu;parasmEpaxI;raNaz;:BvAxiH}	reNu{puM;1;eka}	karwA,10	parAga_ne	-	-	-	-	-
8	paWi	7	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,9	rAswe_meM	-	-	-	-	-
9	pafka-BAvaM	8	pafkaBAvaM	pafka-BAva{puM;2;eka}/pafka-BAva{puM;2;eka(BU1;GaF;BU;:BvAxiH)}/pafka-BAva{puM;2;eka(BU2;GaF;BU;:curAxiH)}/pafka-BAva{puM;2;eka(Buv1;GaF;Buvoz;:curAxiH)}	pafka-BAva{puM;2;eka(pafka-Buv1;GaF;Buvoz;:curAxiH)}	muKyakarma,10	xalaxala-BAva_ko	-	-	-	-	-
10	prapexe	6	prapexe	pra_pax1{karwari;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}/pra_pax1{karwari;lit;u;eka;AwmanepaxI;paxaz;:xivAxiH}/pra_pax1{karmaNi;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}/pra_pax1{karmaNi;lit;u;eka;AwmanepaxI;paxaz;:xivAxiH}	pra_pax1{karwari;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}	aBihiwa_karwA,7;sakarmaka	SaraNa_gayA	-	-	-	-	-
11	newuH	11	newuH	newq{puM;6;eka}/newq{puM;5;eka}	newq{puM;6;eka}	RaRTIsambanXaH,2	saMcAlaka_ke	-	-	-	-	-
