@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yoRiwAm	1	yoRiwAmudupawerivArciRAM	yoRiw{swrI;6;bahu}	yoRiw{swrI;6;bahu}	RaRTIsambanXaH,5	swriyoM_ke	-	-	-	-	-
2	udupaweH	-	-	udupawi{puM;5;eka}/udupawi{puM;6;eka}	udupawi{puM;6;eka}	RaRTIsambanXaH,4	udupawi_kA	-	-	-	-	-
3	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
4	arciRAm	-	-	arcis{napuM;6;bahu}/arcis{swrI;6;bahu}	arcis{swrI;6;bahu}	upamAnam,3	arcisoM_ke	-	-	-	-	-
5	sparSa-nivqwim	2	sparSanivqwimasAvavApnuvan	sparSa-nivqwi{swrI;2;eka}/nivqwi{puM;2;eka}	sparSa-nivqwi{puM;2;eka}	karma,7	CUnA-nivqwi_ko	-	-	-	-	-
6	asO	-	-	axas{sarvanAma;puM;1;eka}/axas{sarvanAma;swrI;1;eka}/asi{puM;7;eka}/asi{swrI;7;eka}/asu{puM;7;eka}	axas{sarvanAma;puM;1;eka}	karwA,8	asu_meM	-	-	-	-	-
7	avApnuvan	-	-	ava_Ap1{karwari;laf;pra;bahu;parasmEpaxI;ApLz;:svAxiH}/avApnuvaw{puM;1;eka(Ap1;Sawq_lat;ApLz;:svAxiH)}	avApnuvaw{puM;1;eka(Ap1;Sawq_lat;ApLz;:svAxiH)}	varwamAnasamAnakAlaH,6	pAwA_huA	-	-	-	-	-
8	Aruroha	3	Aruroha	Af_ruh1{karwari;lit;pra;eka;parasmEpaxI;ruhaz;:BvAxiH}/Af_ruh1{karwari;lit;u;eka;parasmEpaxI;ruhaz;:BvAxiH}	Af_ruh1{karwari;lit;pra;eka;parasmEpaxI;ruhaz;:BvAxiH}	aBihiwa_karwA,6;sakarmaka	caDA	-	-	-	-	-
9	kumuxa-Akara-upamAm	4	kumuxAkaropamAM	kumuxa-Akara-upamA{swrI;2;eka}	kumuxa-Akara-upamA{swrI;2;eka}	karma,8	saPexa_kumuxinI-Akara-upamA_ko	-	-	-	-	-
10	rAwri-jAgara-paraH	5	rAwrijAgaraparo	rAwri-jAgara-para{sarvanAma;puM;1;eka}/para{puM;1;eka}	rAwri-jAgara-para{puM;1;eka}	viSeRaNam,6	rAwa-guNa-para	-	-	-	-	-
11	xivA-SayaH	6	xivASayaH	xivA-Saya{puM;1;eka}	xivA-Saya{puM;1;eka}	viSeRaNam,6	xivA-Saya	-	-	-	-	-
