@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	animeRa-vqwwiBiH	-	-	animeRa-vqwwi{swrI;3;bahu}	animeRa-vqwwi{swrI;3;bahu}	hewuH,9	honevAle	-	-	-	-	-
2	SawEH	1	SawEswamakRNAmanimeRavqwwiBirhariM	Sawa{napuM;3;bahu}/Sawa{saMKyeyam;3;bahu}	Sawa{saMKyeyam;3;bahu}	viSeRaNam,4	sEkadoM	-	-	-	-	-
3	akRNAM	-	-	akRi{napuM;6;bahu}	akRi{napuM;6;bahu}	RaRTIsambanXaH,1	AzKoM se	-	-	-	-	-
4	hariBiH	3	hariBiSca	hari{napuM;3;bahu}/hari{swrI;3;bahu}/hari{puM;3;bahu}	hari{puM;3;bahu}	viSeRaNam,5	hare raMga ke	-	-	-	-	-
5	vAjiBiH	4	vAjiBiH	vAjin{puM;3;bahu}/vAjin{napuM;3;bahu}	vAjin{puM;3;bahu}	hewuH,9	GodoM se	-	-	-	-	-
6	ca	-	-	ca{avya}	ca{avya}	sambanXaH,9	Ora	-	-	-	-	-
7	waM	-	-	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,9	usako	-	-	-	-	-
8	hariM	-	-	hari{puM;2;eka}/hari{swrI;2;eka}	hari{puM;2;eka}	karmasamAnAXikaraNam,9	inxra	-	-	-	-	-
9	vixiwvA	2	vixiwvA	vix1{avya;kwvA;vixaz;axAxiH{kqxanwa}}/vix3{avya;kwvA;vixLz;wuxAxiH{kqxanwa}}	vix1{avya;kwvA;vixaz;axAxiH{kqxanwa}}	pUrvakAlaH,17	samaJakara	-	-	-	-	-
10	raGuH	7	raGuH	raGu{puM;1;eka}	raGu{puM;1;eka}	karwA,9	raGu ne	-	-	-	-	-
11	enaM	-	-	ixam{sarvanAma;puM;2;eka}	ixam{sarvanAma;puM;2;eka}	karma,17	use	-	-	-	-	-
12	nivarwayan	10	nivarwayanniva	nivarwayaw{puM;1;eka{kqxanwa}(ni_{kqw_XAwu;vqw3};Sawq_lat;vqwuz;curAxiH)}/nivarwayaw{puM;8;eka{kqxanwa}(ni_ni{kqw_XAwu;vqw3};Sawq_lat;vqwuz;curAxiH)}	nivarwayaw{puM;1;eka{kqxanwa}(ni_{kqw_XAwu;vqw3};Sawq_lat;vqwuz;curAxiH)}	upamAnam,17	lOtane kA	-	-	-	-	-
13	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,12	AxeSa jEsA	-	-	-	-	-
14	gagana-spqSA	6	gaganaspqSA	gagana-spqS{puM;3;eka}/spqS{napuM;3;eka}/spqS{swrI;3;eka}/spqSA{swrI;1;eka}	gagana-spqS{napuM;3;eka}	viSeRaNam,15	gaganasparSI	-	-	-	-	-
15	XIreNa	8	XIreNa	XIra{puM;3;eka}/XIra{napuM;3;eka}	XIra{napuM;3;eka}	viSeRaNam,16	laMbI	-	-	-	-	-
16	svareNa	9	svareNa	svara{puM;3;eka}/svara{napuM;3;eka}	svara{napuM;3;eka}	karaNam,17	AvAja se	-	-	-	-	-
17	avocaw	5	avocaxenaM	vac{karwari;luf;pra;eka;parasmEpaxI;vacaz;axAxiH}	vac{karwari;luf;pra;eka;parasmEpaxI;vacaz;axAxiH}	aBihiwa_karwA,10;sakarmakaH	bulAyA	-	-	-	-	-
