@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(saH)	-	(saH)	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,4	vaha	-	-	-	saH is King AwiWi 	-
2	viwAna-sahiwaM	-	viwAnasahiwaM	wan1{GaF;wanuz;:wanAxiH-sahiwa;puM;2;eka}/sahiwa{napuM;1;eka}/sahiwa{napuM;2;eka}	viwAna-sahiwa{napuM;2;eka}	viSeRaNam,6	Cawrasahiwa	-	-	-	-	-
3	wawra	-	wawra	wawra{avya}	wawra{avya}	xeSAXikaraNam,4	vahAM	-	-	-	-	-
4	Beje	-	Beje	Baj1{karwari;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}/Baj1{karwari;lit;u;eka;AwmanepaxI;Bajaz;:BvAxiH}/Baj1{karmaNi;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}/Baj1{karmaNi;lit;u;eka;AwmanepaxI;Bajaz;:BvAxiH}	Baj1{karwari;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	anuBava kiyA	-	-	-	-	-
5	pEwqkam	-	pEwqkaM	pEwqka{puM;2;eka}/pEwqka{napuM;1;eka}/pEwqka{napuM;2;eka}	pEwqkam{napuM;2;eka}	viSeRaNam,6	apane pUrvajoM ke	-	-	-	-	-
6	Asanam	-	AsanaM	Asana{napuM;1;eka}/Asana{napuM;2;eka}	Asana{napuM;2;eka}	karma,4	siMhAsana kA	-	-	-	-	-
7	cUdAmaNiBiH	-	cUdAmaNiBiH	cUdAmaNi{puM;3;bahu}	cUdAmaNi{puM;3;bahu}	karaNam,8	cUdAmaNiyoM se	-	-	-	-	-
8	uxXqRtaM	-	uxXqRtaM	uxXqRta{puM;2;eka(hqR2;kwa;hqRaz;:xivAxiH)}/uxXqRta{napuM;1;eka(hqR2;kwa;hqRaz;:xivAxiH)}/uxXqRta{napuM;2;eka(hqR2;kwa;hqRaz;:xivAxiH)}	uxXqRtaM{napuM;2;eka}	viSeRaNam,9	jatiwa	-	-	-	-	-
9	pAxa-pITaM	-	pAxapITaM	pAxa-pITa{puM;2;eka}/pITa{napuM;1;eka}/pITa{napuM;2;eka}	pAxa-pITa{napuM;2;eka}	viSeRaNam,6	pAxapITa kA	-	-	-	-	-
10	mahIkRiwAm	-	mahIkRiwAm	mahIkRiw{puM;6;bahu}	mahIkRiw{puM;6;bahu}	RaRTIsambanXaH,7	rAjAoM ke	-	-	-	-	-
